id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
291,A.Becker,11,LIV,1,GKP,5.7,2.7,4.2,85,100.0,Available,14.5,5737,1612,3.79721,0.9494,3.67693,0.9494,0.0,0.0,3.91965,0.9494,3.79993,0.9494,4.0871,0.9494,3.80057,0.9494,3.92685,0.9494,3.96447,0.9494,4.02641,0.9494,3.75578,0.9494,3.51929,0.9494,3.6755,0.9494,3.62299,0.9494,3.71862,0.9494
292,Bajcetic,11,LIV,3,MID,4.7,0.0,0.0,0,0.0,Injured,0.0,1,4,0.0,0.0,1.60973,0.01,0.0,0.0,1.64223,0.01035,1.51346,0.01092,1.57416,0.01092,1.60907,0.01127,1.66929,0.01127,1.58319,0.01127,1.62583,0.01127,1.5906,0.01127,1.56627,0.01127,1.60747,0.01127,1.52995,0.01127,1.65183,0.01127
293,Darwin,11,LIV,4,FWD,7.5,4.3,4.3,90,75.0,Doubtful,14.3,2751,12443,5.02588,0.63577,4.14016,0.83691,0.0,0.0,4.27427,0.90521,3.90599,0.93695,4.60379,0.93695,4.39075,0.93695,4.48906,0.93695,4.03995,0.93695,4.19469,0.93695,4.33589,0.93695,4.47004,0.93695,4.33184,0.93695,4.08964,0.93695,4.33207,0.93695
294,Diogo J.,11,LIV,3,MID,8.0,9.0,5.2,84,100.0,Available,12.6,24060,1372,3.56512,0.93885,3.3829,0.93885,0.0,0.0,3.46107,0.93885,3.12427,0.93885,3.28045,0.93885,3.37031,0.93885,3.52527,0.93885,3.3037,0.93885,3.41344,0.93885,3.32276,0.93885,3.26016,0.93885,3.36617,0.93885,3.1667,0.93885,3.48032,0.93885
295,Elliott,11,LIV,3,MID,4.8,1.3,1.8,32,,Available,0.2,47,78,2.13442,0.82213,2.0787,0.82213,0.0,0.0,2.14317,0.82213,2.01339,0.82213,2.08662,0.82213,2.12875,0.82213,2.20141,0.82213,2.09752,0.82213,2.14897,0.82213,2.10646,0.82213,2.07711,0.82213,2.12681,0.82213,2.03329,0.82213,2.18033,0.82213
296,Fabinho,11,LIV,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Gakpo,11,LIV,4,FWD,7.2,1.7,2.4,47,100.0,Available,2.3,560,617,3.37293,0.94005,2.93887,0.94005,0.0,0.0,3.13335,0.94005,2.93671,0.94005,3.39821,0.94005,3.25731,0.94005,3.32233,0.94005,3.0253,0.94005,3.12764,0.94005,3.22103,0.94005,3.30976,0.94005,3.21835,0.94005,3.05817,0.94005,3.21851,0.94005
298,Gomez,11,LIV,2,DEF,4.5,5.3,2.9,55,100.0,Available,1.6,1342,638,3.0983,0.90982,2.5389,0.90982,0.0,0.0,2.95941,0.90982,2.04081,0.90982,2.45422,0.90982,2.42878,0.90982,3.19752,0.90982,2.36438,0.90982,3.04053,0.90982,2.67226,0.90982,2.38407,0.90982,2.52358,0.90982,2.35742,0.90982,2.84802,0.90982
299,Henderson,11,LIV,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Jones,11,LIV,3,MID,4.9,1.7,2.1,29,100.0,Available,0.1,123,111,2.93727,0.90703,2.71347,0.90703,0.0,0.0,2.79165,0.90703,2.57504,0.90703,2.68391,0.90703,2.74655,0.90703,2.85457,0.90703,2.70012,0.90703,2.77661,0.90703,2.7134,0.90703,2.66976,0.90703,2.74367,0.90703,2.60462,0.90703,2.82324,0.90703
301,Kelleher,11,LIV,1,GKP,3.7,0.0,3.5,7,,Available,1.5,1393,517,3.07397,0.06072,2.98752,0.06072,0.0,0.0,3.16197,0.06072,3.07592,0.06072,3.28233,0.06072,3.07638,0.06072,3.16715,0.06072,3.19419,0.06072,3.23871,0.06072,3.04419,0.06072,2.87421,0.06072,2.98649,0.06072,2.94875,0.06072,3.01748,0.06072
302,Konaté,11,LIV,2,DEF,4.9,2.3,2.7,43,100.0,Available,2.1,1664,493,3.3775,0.83823,2.75687,0.83823,0.0,0.0,3.2513,0.83823,2.22596,0.83823,2.69466,0.83823,2.66582,0.83823,3.53737,0.83823,2.5928,0.83823,3.35938,0.83823,2.94186,0.83823,2.61513,0.83823,2.77329,0.83823,2.58492,0.83823,3.14112,0.83823
303,Luis Díaz,11,LIV,3,MID,7.4,5.0,3.4,71,100.0,Available,7.5,3248,1454,4.00276,0.93364,3.86041,0.93364,0.0,0.0,3.96898,0.93364,3.60599,0.93364,3.7717,0.93364,3.86703,0.93364,4.03143,0.93364,3.79636,0.93364,3.91278,0.93364,3.81658,0.93364,3.75016,0.93364,3.86264,0.93364,3.65101,0.93364,3.98375,0.93364
304,Mac Allister,11,LIV,3,MID,5.8,1.7,2.2,37,100.0,Available,2.7,292,152,3.80848,0.91904,3.71993,0.91904,0.0,0.0,3.86099,0.91904,3.52368,0.91904,3.69199,0.91904,3.78882,0.91904,3.95581,0.91904,3.71705,0.91904,3.8353,0.91904,3.73758,0.91904,3.67012,0.91904,3.78437,0.91904,3.56941,0.91904,3.90738,0.91904
305,Matip,11,LIV,2,DEF,4.8,0.0,2.1,21,0.0,Injured,0.3,4,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2854,0.01,2.77716,0.57633
306,Phillips,11,LIV,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Robertson,11,LIV,2,DEF,6.4,0.3,3.0,27,100.0,Available,2.4,1106,227,3.47287,0.93155,2.7925,0.93155,0.0,0.0,3.36714,0.93155,2.24434,0.93155,2.76998,0.93155,2.73764,0.93155,3.71507,0.93155,2.65574,0.93155,3.51545,0.93155,3.04721,0.93155,2.68078,0.93155,2.85816,0.93155,2.6469,0.93155,3.27068,0.93155
308,Salah,11,LIV,3,MID,13.0,0.0,7.8,156,0.0,Injured,20.2,3702,12031,7.92524,0.01,7.31161,0.78604,0.0,0.0,7.51754,0.92805,6.70164,0.92805,7.08622,0.94311,7.30747,0.94311,7.68904,0.94311,7.14347,0.94311,7.41367,0.94311,7.19039,0.94311,7.03624,0.94311,7.29729,0.94311,6.80612,0.94311,7.57837,0.94311
309,Szoboszlai,11,LIV,3,MID,7.1,3.0,3.9,82,100.0,Available,4.4,1082,726,4.39689,0.92522,4.22208,0.92522,0.0,0.0,4.31597,0.92522,3.95379,0.92522,4.12544,0.92522,4.2242,0.92522,4.3945,0.92522,4.15099,0.92522,4.27159,0.92522,4.17194,0.92522,4.10313,0.92522,4.21965,0.92522,4.00042,0.92522,4.34511,0.92522
310,Thiago,11,LIV,3,MID,4.7,0.0,0.0,0,0.0,Injured,0.1,5,6,0.0,0.0,1.58358,0.01,0.0,0.0,1.61502,0.14089,1.49044,0.14872,1.54916,0.14872,1.58295,0.15342,1.64121,0.15342,1.5579,0.15342,1.59916,0.15342,1.56507,0.15342,1.54153,0.15342,1.58139,0.15342,1.50639,0.15342,1.62431,0.15342
311,Tsimikas,11,LIV,2,DEF,4.5,0.0,4.5,45,0.0,Injured,1.9,8,1341,2.88287,0.61331,2.34935,0.73457,0.0,0.0,2.76336,0.77093,1.89581,0.79135,2.29266,0.79135,2.26825,0.79135,3.0062,0.79135,2.20642,0.79135,2.85549,0.79135,2.50197,0.79135,2.22532,0.79135,2.35924,0.79135,2.19974,0.79135,2.67069,0.79135
312,Van den Berg,11,LIV,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Virgil,11,LIV,2,DEF,6.3,2.7,4.0,79,100.0,Available,14.9,4021,3692,4.26823,0.94038,3.51396,0.94038,0.0,0.0,4.17309,0.94038,2.86927,0.94038,3.46737,0.94038,3.43058,0.94038,4.54276,0.94038,3.33739,0.94038,4.31563,0.94038,3.78283,0.94038,3.36588,0.94038,3.56772,0.94038,3.32733,0.94038,4.0371,0.94038
626,Quansah,11,LIV,2,DEF,4.0,0.0,2.0,12,,Available,0.1,23,70,2.09627,0.18437,1.69663,0.18437,0.0,0.0,2.00675,0.18437,1.35689,0.18437,1.65416,0.18437,1.63588,0.18437,2.18865,0.18437,1.58956,0.18437,2.07576,0.18437,1.81095,0.18437,1.60372,0.18437,1.70404,0.18437,1.58456,0.18437,1.93733,0.18437
627,Clark,11,LIV,3,MID,4.4,0.7,1.0,2,,Available,0.0,3,1,1.14773,0.38006,1.15339,0.38006,0.0,0.0,1.20888,0.38006,1.16388,0.38006,1.19424,0.38006,1.21171,0.38006,1.24184,0.38006,1.19876,0.38006,1.2201,0.38006,1.20247,0.38006,1.1903,0.38006,1.21091,0.38006,1.17213,0.38006,1.2331,0.38006
628,Doak,11,LIV,3,MID,4.4,0.0,1.0,1,0.0,Injured,0.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,McConnell,11,LIV,3,MID,4.4,0.0,1.0,1,,Available,0.0,3,2,1.1997,0.02029,1.16727,0.02029,0.0,0.0,1.18297,0.02029,1.12075,0.02029,1.15008,0.02029,1.16695,0.02029,1.19605,0.02029,1.15445,0.02029,1.17505,0.02029,1.15802,0.02029,1.14627,0.02029,1.16618,0.02029,1.12872,0.02029,1.18761,0.02029
668,Endo,11,LIV,3,MID,5.4,0.0,1.7,25,0.0,Injured,0.1,8,26,2.33336,0.39891,2.23556,0.84195,0.0,0.0,2.27873,0.85695,2.1077,0.85695,2.18831,0.85695,2.23469,0.85695,2.31468,0.85695,2.20031,0.85695,2.25695,0.85695,2.21015,0.85695,2.17784,0.85695,2.23256,0.85695,2.1296,0.85695,2.29148,0.85695
708,Gravenberch,11,LIV,3,MID,5.0,0.3,1.5,24,100.0,Available,0.1,32,50,2.34302,0.76905,2.31623,0.76905,0.0,0.0,2.38599,0.76905,2.22316,0.76905,2.29991,0.76905,2.34407,0.76905,2.42021,0.76905,2.31133,0.76905,2.36526,0.76905,2.3207,0.76905,2.28993,0.76905,2.34203,0.76905,2.24401,0.76905,2.39813,0.76905
726,Chambers,11,LIV,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,7,1.94653,0.0,1.53948,0.0,0.0,0.0,1.96481,0.0,1.78992,0.0,1.19861,0.0,1.50101,0.0,1.46958,0.0,2.036,0.0,1.42435,0.0,1.76384,0.0,1.63056,0.0,1.44121,0.0,1.51272,0.0,1.37306,0.0
728,Scanlon,11,LIV,2,DEF,3.9,0.0,0.0,0,,Available,0.0,20,1,1.90273,0.00504,1.51626,0.00504,0.0,0.0,1.81616,0.00504,1.18773,0.00504,1.4752,0.00504,1.45751,0.00504,1.99207,0.00504,1.41272,0.00504,1.8829,0.00504,1.62682,0.00504,1.42642,0.00504,1.52343,0.00504,1.40789,0.00504,1.74903,0.00504
743,Nyoni,11,LIV,3,MID,4.5,0.0,0.0,0,,Available,0.0,1,0,1.3736,0.01072,1.33437,0.01072,0.0,0.0,1.35337,0.01072,1.2781,0.01072,1.31358,0.01072,1.33399,0.01072,1.36919,0.01072,1.31886,0.01072,1.34379,0.01072,1.32319,0.01072,1.30897,0.01072,1.33305,0.01072,1.28774,0.01072,1.35898,0.01072
756,Pitaluga,11,LIV,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
757,Bradley,11,LIV,2,DEF,4.1,9.7,14.5,29,,Available,1.7,10654,376,3.33594,0.45035,2.56572,0.45035,0.0,0.0,2.92628,0.45035,1.79742,0.45035,2.27103,0.45035,2.2419,0.45035,3.12258,0.45035,2.16811,0.45035,2.94272,0.45035,2.52083,0.45035,2.19067,0.45035,2.35049,0.45035,2.16014,0.45035,2.72217,0.45035
782,Beck,11,LIV,2,DEF,4.5,0.3,1.0,1,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Gordon,11,LIV,3,MID,4.5,0.3,1.0,1,,Available,0.0,9,2,1.27052,0.24879,1.26871,0.24879,0.0,0.0,1.30976,0.24879,1.25436,0.24879,1.28047,0.24879,1.2955,0.24879,1.32141,0.24879,1.28436,0.24879,1.30271,0.24879,1.28755,0.24879,1.27708,0.24879,1.29481,0.24879,1.26145,0.24879,1.31389,0.24879
21,Sambi,12,LUT,3,MID,4.9,2.7,2.6,23,100.0,Available,0.0,36,9,2.41004,0.9228,2.41659,0.9228,0.0,0.0,2.29453,0.9228,2.26953,0.9228,2.48512,0.9228,2.30225,0.9228,2.20476,0.9228,2.52796,0.9228,2.13558,0.9228,2.4094,0.9228,2.34068,0.9228,2.46961,0.9228,2.30527,0.9228,2.50499,0.9228
52,Nakamba,12,LUT,3,MID,4.4,0.0,1.6,21,0.0,Injured,0.6,4,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Adebayo,12,LUT,4,FWD,4.8,8.3,3.4,75,,Available,1.8,15402,711,3.24788,0.9407,3.04613,0.9407,0.0,0.0,2.9712,0.9407,2.78646,0.9407,3.49823,0.9407,3.08991,0.9407,2.68646,0.9407,2.89302,0.9407,2.74524,0.9407,2.92185,0.9407,3.05933,0.9407,3.07801,0.9407,3.1144,0.9407,3.45355,0.9407
315,Andersen,12,LUT,2,DEF,3.9,0.0,1.9,15,0.0,Injured,0.6,6,186,1.9826,0.30601,1.66847,0.36721,0.0,0.0,1.58826,0.38761,1.71885,0.39985,1.83873,0.39985,1.33976,0.39985,1.23499,0.39985,1.74404,0.39985,1.14956,0.39985,1.72678,0.39985,1.69612,0.39985,1.83851,0.39985,1.43654,0.39985,1.7959,0.39985
316,Bell,12,LUT,2,DEF,3.9,2.7,1.8,30,100.0,Available,3.3,1104,526,2.7819,0.93641,2.46738,0.93641,0.0,0.0,2.41846,0.93641,2.60063,0.93641,2.75979,0.93641,2.17307,0.93641,2.04986,0.93641,2.64845,0.93641,1.94941,0.93641,2.62815,0.93641,2.59209,0.93641,2.75953,0.93641,2.28686,0.93641,2.70942,0.93641
317,Berry,12,LUT,3,MID,4.6,0.7,1.0,4,100.0,Available,0.0,4,6,1.64468,0.32387,1.69025,0.32387,0.0,0.0,1.66192,0.32387,1.66841,0.32387,1.79738,0.32387,1.68169,0.32387,1.62001,0.32387,1.82449,0.32387,1.57625,0.32387,1.74948,0.32387,1.70601,0.32387,1.78757,0.32387,1.6836,0.32387,1.80995,0.32387
318,Burke,12,LUT,2,DEF,4.0,2.3,2.0,20,100.0,Available,0.1,81,22,2.27245,0.89944,1.9499,0.89944,0.0,0.0,1.88999,0.89944,2.06675,0.89944,2.22355,0.89944,1.66332,0.89944,1.54569,0.89944,2.11724,0.89944,1.44977,0.89944,2.09786,0.89944,2.06343,0.89944,2.2233,0.89944,1.77198,0.89944,2.17546,0.89944
319,Campbell,12,LUT,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,1,2.33293,0.0,2.45915,0.0,0.0,0.0,2.21585,0.0,2.36487,0.0,2.32408,0.0,2.54046,0.0,2.33058,0.0,2.23162,0.0,2.55329,0.0,2.16167,0.0,2.45788,0.0,2.39772,0.0,2.50489,0.0,2.32021,0.0
320,Clark,12,LUT,3,MID,4.8,2.0,1.2,10,100.0,Available,0.0,12,1,1.9856,0.73103,1.9723,0.73103,0.0,0.0,1.87032,0.73103,1.8446,0.73103,2.01001,0.73103,1.87119,0.73103,1.79718,0.73103,2.04254,0.73103,1.74466,0.73103,1.95253,0.73103,1.90037,0.73103,1.99824,0.73103,1.87348,0.73103,2.02509,0.73103
321,Doughty,12,LUT,2,DEF,4.5,4.7,3.4,72,100.0,Available,4.8,7808,772,3.76778,0.92117,3.20907,0.92117,0.0,0.0,3.11542,0.92117,3.36459,0.92117,3.58026,0.92117,2.72808,0.92117,2.54913,0.92117,3.41854,0.92117,2.40323,0.92117,3.38906,0.92117,3.33669,0.92117,3.57988,0.92117,2.89335,0.92117,3.5071,0.92117
322,Freeman,12,LUT,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Macey,12,LUT,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.2,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,McAtee,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.4,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Mendes,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Morris,12,LUT,4,FWD,5.0,7.7,3.9,86,,Available,1.9,4375,536,3.7994,0.94085,3.60701,0.94085,0.0,0.0,3.51374,0.94085,3.28161,0.94085,4.08091,0.94085,3.58968,0.94085,3.10431,0.94085,3.35281,0.94085,3.17503,0.94085,3.38749,0.94085,3.55289,0.94085,3.57536,0.94085,3.61915,0.94085,4.02716,0.94085
327,Muskwe,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,5,1.49272,0.0,1.57759,0.0,0.0,0.0,1.43172,0.0,1.54483,0.0,1.49682,0.0,1.74178,0.0,1.44805,0.0,1.45695,0.0,1.58255,0.0,1.39058,0.0,1.47569,0.0,1.48844,0.0,1.61298,0.0,1.50792,0.0
328,Ogbene,12,LUT,4,FWD,4.9,5.0,2.4,51,100.0,Available,0.1,151,53,3.60639,0.90854,3.36269,0.90854,0.0,0.0,3.22263,0.90854,3.00729,0.90854,3.81015,0.90854,3.35142,0.90854,2.89816,0.90854,3.13022,0.90854,2.9642,0.90854,3.1626,0.90854,3.31707,0.90854,3.33804,0.90854,3.37894,0.90854,3.75996,0.90854
329,Onyedinma,12,LUT,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Osho,12,LUT,2,DEF,4.4,4.7,2.8,34,100.0,Available,0.0,571,40,3.23028,0.8999,2.80076,0.8999,0.0,0.0,2.68279,0.8999,2.85224,0.8999,2.99531,0.8999,2.30717,0.8999,2.16267,0.8999,2.86472,0.8999,2.04485,0.8999,2.84091,0.8999,2.79862,0.8999,2.995,0.8999,2.44063,0.8999,2.93623,0.8999
331,Pepple,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Pereira,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,3,1.41939,0.0,1.47828,0.0,0.0,0.0,1.36475,0.0,1.43429,0.0,1.41526,0.0,1.51623,0.0,1.41829,0.0,1.37211,0.0,1.52222,0.0,1.33946,0.0,1.47769,0.0,1.44962,0.0,1.49963,0.0,1.41345,0.0
333,Potts,12,LUT,2,DEF,3.9,0.0,0.0,0,100.0,Available,0.1,33,19,1.68213,0.0221,1.38125,0.0221,0.0,0.0,1.30443,0.0221,1.42951,0.0221,1.54434,0.0221,1.06642,0.0221,0.96606,0.0221,1.45364,0.0221,0.88424,0.0221,1.43711,0.0221,1.40774,0.0221,1.54412,0.0221,1.15911,0.0221,1.50331,0.0221
334,Rea,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Shea,12,LUT,1,GKP,4.3,0.0,0.0,0,,Available,0.1,6,15,3.39511,0.00201,3.42298,0.00201,0.0,0.0,3.26099,0.00201,3.3023,0.00201,3.50637,0.00201,3.27995,0.00201,3.22304,0.00201,3.31176,0.00201,2.85708,0.00201,3.17022,0.00201,3.40543,0.00201,3.45878,0.00201,3.05799,0.00201,3.66648,0.00201
336,Taylor,12,LUT,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Thorpe,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Walton,12,LUT,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Watson,12,LUT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.1,0,7,1.41943,0.0,1.47835,0.0,0.0,0.0,1.36478,0.0,1.43434,0.0,1.4153,0.0,1.5163,0.0,1.41834,0.0,1.37215,0.0,1.52229,0.0,1.33949,0.0,1.47775,0.0,1.44967,0.0,1.49969,0.0,1.41349,0.0
340,Woodrow,12,LUT,4,FWD,4.3,0.7,1.0,10,100.0,Available,0.6,133,170,1.3518,0.62239,1.34236,0.62239,0.0,0.0,1.35416,0.62239,1.31973,0.62239,1.66642,0.62239,1.47606,0.62239,1.28797,0.62239,1.38427,0.62239,1.31537,0.62239,1.39771,0.62239,1.4618,0.62239,1.47051,0.62239,1.48748,0.62239,1.64559,0.62239
393,Mengi,12,LUT,2,DEF,3.9,0.7,1.8,28,100.0,Available,1.8,395,591,2.69283,0.79762,2.365,0.79762,0.0,0.0,2.30811,0.79762,2.47733,0.79762,2.63419,0.79762,2.05763,0.79762,1.93656,0.79762,2.52477,0.79762,1.83785,0.79762,2.50483,0.79762,2.4694,0.79762,2.63393,0.79762,2.16945,0.79762,2.58469,0.79762
553,Giles,12,LUT,2,DEF,4.2,0.0,1.0,11,0.0,Unavailable,0.1,0,40,2.71314,0.0,2.34058,0.0,0.0,0.0,2.25336,0.0,2.40334,0.0,2.54415,0.0,1.97605,0.0,1.835,0.0,2.45515,0.0,1.69309,0.0,2.40106,0.0,2.41099,0.0,2.5439,0.0,2.07526,0.0,2.52613,0.0
575,Lockyer,12,LUT,2,DEF,4.2,0.0,1.6,23,0.0,Injured,0.1,2,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Mpanzu,12,LUT,3,MID,4.7,0.7,1.4,26,,Available,0.0,2,7,2.09564,0.69677,2.13602,0.69677,0.0,0.0,2.08365,0.69677,2.10859,0.69677,2.29055,0.69677,2.14534,0.69677,2.06792,0.69677,2.32458,0.69677,2.01299,0.69677,2.23043,0.69677,2.17586,0.69677,2.27824,0.69677,2.14774,0.69677,2.30633,0.69677
586,Chong,12,LUT,3,MID,4.7,0.7,1.5,25,,Available,0.1,14,19,1.96175,0.63223,2.02153,0.63223,0.0,0.0,1.97254,0.63223,1.97412,0.63223,2.1368,0.63223,1.99087,0.63223,1.91308,0.63223,2.17098,0.63223,1.85788,0.63223,2.07638,0.63223,2.02154,0.63223,2.12442,0.63223,1.99328,0.63223,2.15265,0.63223
602,Kaboré,12,LUT,2,DEF,4.0,0.0,1.7,25,100.0,Available,3.1,174,461,2.4414,0.59295,2.1116,0.59295,0.0,0.0,2.021,0.59295,2.16851,0.59295,2.30394,0.59295,1.74028,0.59295,1.62192,0.59295,2.19698,0.59295,1.52542,0.59295,2.17748,0.59295,2.14284,0.59295,2.30369,0.59295,1.8496,0.59295,2.25555,0.59295
614,Kaminski,12,LUT,1,GKP,4.5,3.7,2.5,54,,Available,0.4,493,137,3.67563,0.94938,3.70475,0.94938,0.0,0.0,3.53554,0.94938,3.5787,0.94938,3.79184,0.94938,3.55535,0.94938,3.49591,0.94938,3.58857,0.94938,3.11366,0.94938,3.44074,0.94938,3.68641,0.94938,3.74213,0.94938,3.32351,0.94938,3.95908,0.94938
