id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
630,Barkley,12,LUT,3,MID,4.9,7.0,3.6,62,100.0,Available,0.4,5273,178,4.30825,0.9371,4.15739,0.9371,0.0,0.0,3.82152,0.9371,3.6591,0.9371,3.94524,0.9371,3.60649,0.9371,3.42589,0.9371,4.0246,0.9371,3.29775,0.9371,3.80498,0.9371,3.67769,0.9371,3.9165,0.9371,3.61208,0.9371,3.98204,0.9371
631,Brown,12,LUT,4,FWD,4.9,0.3,2.1,39,100.0,Available,0.1,23,50,2.51192,0.90522,2.43595,0.90522,0.0,0.0,2.41769,0.90522,2.31547,0.90522,2.93207,0.90522,2.5864,0.90522,2.24485,0.90522,2.41972,0.90522,2.29462,0.90522,2.44412,0.90522,2.56051,0.90522,2.57632,0.90522,2.60713,0.90522,2.89425,0.90522
648,Francis-Clarke,12,LUT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Krul,12,LUT,1,GKP,4.4,0.0,0.0,0,,Available,0.0,14,8,3.39511,0.06,3.42298,0.06,0.0,0.0,3.26099,0.06,3.3023,0.06,3.50637,0.06,3.27995,0.06,3.22304,0.06,3.31176,0.06,2.85708,0.06,3.17022,0.06,3.40543,0.06,3.45878,0.06,3.05799,0.06,3.66648,0.06
682,Johnson,12,LUT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,10,6,1.9011,0.001,1.58289,0.001,0.0,0.0,1.50165,0.001,1.63392,0.001,1.75536,0.001,1.24993,0.001,1.1438,0.001,1.65945,0.001,1.05726,0.001,1.64196,0.001,1.6109,0.001,1.75514,0.001,1.34796,0.001,1.71197,0.001
727,Townsend,12,LUT,3,MID,5.0,1.0,3.2,42,,Available,0.1,51,259,2.85454,0.76989,2.91481,0.76989,0.0,0.0,2.81789,0.76989,2.81872,0.76989,3.06462,0.76989,2.84404,0.76989,2.72645,0.76989,3.1163,0.76989,2.64301,0.76989,2.97329,0.76989,2.89041,0.76989,3.04591,0.76989,2.84769,0.76989,3.08859,0.76989
729,Luker,12,LUT,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Nelson,12,LUT,3,MID,4.5,0.0,0.0,0,,Available,0.0,10,4,1.35632,0.01074,1.35236,0.01074,0.0,0.0,1.29851,0.01074,1.28625,0.01074,1.37332,0.01074,1.29521,0.01074,1.25358,0.01074,1.39162,0.01074,1.22403,0.01074,1.34098,0.01074,1.31163,0.01074,1.36669,0.01074,1.2965,0.01074,1.3818,0.01074
798,Hashioka,12,LUT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,7,1,2.17897,0.39405,1.83879,0.39405,0.0,0.0,1.75193,0.39405,1.89334,0.39405,2.02317,0.39405,1.48282,0.39405,1.36936,0.39405,1.92063,0.39405,1.27684,0.39405,1.90194,0.39405,1.86873,0.39405,2.02294,0.39405,1.58762,0.39405,1.97678,0.39405
341,Akanji,13,MCI,2,DEF,4.9,0.0,3.3,49,100.0,Available,4.1,206,1005,3.90964,0.6226,6.76054,0.6226,3.53654,0.6226,3.55772,0.6226,2.27496,0.6226,2.97156,0.6226,3.20744,0.6226,3.38977,0.6226,3.6632,0.6226,4.05463,0.6226,2.86944,0.6226,3.8599,0.6226,3.7242,0.6226,3.47716,0.6226,3.69467,0.6226
342,Aké,13,MCI,2,DEF,5.0,1.0,3.4,57,100.0,Available,6.2,1967,1532,4.2127,0.88047,7.35888,0.88047,3.93111,0.88047,3.95488,0.88047,2.51509,0.88047,3.29697,0.88047,3.56173,0.88047,3.76638,0.88047,4.07328,0.88047,4.51263,0.88047,3.18235,0.88047,4.29405,0.88047,4.14175,0.88047,3.86446,0.88047,4.1086,0.88047
343,J.Alvarez,13,MCI,4,FWD,6.9,5.0,5.3,112,,Available,33.0,9466,13591,4.98823,0.94116,9.06538,0.94116,4.55875,0.94116,4.60543,0.94116,4.10233,0.94116,4.50694,0.94116,4.2147,0.94116,4.52276,0.94116,4.26757,0.94116,5.38985,0.94116,4.77915,0.94116,4.58738,0.94116,4.68158,0.94116,4.68547,0.94116,4.81886,0.94116
344,Bernardo,13,MCI,3,MID,6.5,2.7,5.2,89,100.0,Available,4.8,1176,5269,4.03803,0.78199,7.74848,0.78199,3.82992,0.78199,3.96454,0.78199,3.47607,0.78199,3.67335,0.78199,3.67455,0.78199,3.71352,0.78199,3.65635,0.78199,3.83653,0.78199,3.69815,0.78199,3.90974,0.78199,3.93572,0.78199,3.77,0.78199,3.92459,0.78199
345,Bobb,13,MCI,3,MID,4.4,2.7,2.9,20,,Available,0.1,81,80,1.77955,0.38849,3.33465,0.38849,1.63083,0.38849,1.67629,0.38849,1.51133,0.38849,1.57795,0.38849,1.57836,0.38849,1.59152,0.38849,1.57221,0.38849,1.63306,0.38849,1.58633,0.38849,1.65779,0.38849,1.66656,0.38849,1.61059,0.38849,1.6628,0.38849
346,Cancelo,13,MCI,2,DEF,5.8,0.0,0.0,0,0.0,Unavailable,1.0,0,20,4.47254,0.0,7.23065,0.0,3.49178,0.0,2.30287,0.0,3.10342,0.0,3.6629,0.0,3.66189,0.0,3.9373,0.0,4.31129,0.0,3.06007,0.0,3.93792,0.0,4.23794,0.0,4.14652,0.0,4.22848,0.0,3.90049,0.0
347,Carson,13,MCI,1,GKP,3.8,0.0,0.0,0,,Available,0.1,27,13,3.18427,0.002,6.04445,0.002,3.10764,0.002,3.15322,0.002,3.12959,0.002,3.09609,0.002,2.85201,0.002,3.01266,0.002,3.04851,0.002,3.00696,0.002,3.02911,0.002,3.12386,0.002,2.97958,0.002,3.00625,0.002,3.27944,0.002
348,Charles,13,MCI,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,De Bruyne,13,MCI,3,MID,10.7,6.3,6.7,20,100.0,Available,30.0,20494,1758,4.10032,0.9439,7.87918,0.9439,3.90081,0.9439,4.05839,0.9439,3.48657,0.9439,3.71751,0.9439,3.71892,0.9439,3.76455,0.9439,3.69762,0.9439,3.90854,0.9439,3.74655,0.9439,3.99424,0.9439,4.02465,0.9439,3.83066,0.9439,4.01163,0.9439
350,Rúben,13,MCI,2,DEF,5.5,0.3,2.2,37,100.0,Available,6.4,572,1189,3.8323,0.65932,6.82028,0.65932,3.56297,0.65932,3.58273,0.65932,2.38537,0.65932,3.0356,0.65932,3.25578,0.65932,3.42597,0.65932,3.6812,0.65932,4.04657,0.65932,2.94028,0.65932,3.8648,0.65932,3.73814,0.65932,3.50754,0.65932,3.71057,0.65932
352,Ederson M.,13,MCI,1,GKP,5.5,0.7,2.8,56,100.0,Available,15.1,2200,2324,3.95808,0.94932,7.46523,0.94932,3.85146,0.94932,3.91487,0.94932,3.882,0.94932,3.83539,0.94932,3.49579,0.94932,3.71931,0.94932,3.76918,0.94932,3.71138,0.94932,3.7422,0.94932,3.87403,0.94932,3.67328,0.94932,3.71039,0.94932,4.09049,0.94932
353,Foden,13,MCI,3,MID,7.9,2.7,5.0,104,,Available,26.5,4414,15948,4.95494,0.94123,9.42604,0.94123,4.69898,0.94123,4.87462,0.94123,4.2373,0.94123,4.49469,0.94123,4.49626,0.94123,4.54711,0.94123,4.47252,0.94123,4.7076,0.94123,4.52705,0.94123,4.80311,0.94123,4.83701,0.94123,4.6208,0.94123,4.8225,0.94123
354,Grealish,13,MCI,3,MID,7.2,0.3,3.1,40,100.0,Available,1.7,68,366,3.76949,0.88702,7.46562,0.88702,3.77038,0.88702,3.91512,0.88702,3.38992,0.88702,3.60203,0.88702,3.60333,0.88702,3.64523,0.88702,3.58376,0.88702,3.77749,0.88702,3.6287,0.88702,3.85619,0.88702,3.88413,0.88702,3.70596,0.88702,3.87217,0.88702
355,Haaland,13,MCI,4,FWD,14.1,0.3,7.1,113,100.0,Available,61.7,34142,1795,6.17171,0.87099,11.62672,0.87099,6.048,0.87099,6.11721,0.87099,5.37131,0.87099,5.97119,0.87099,5.5379,0.87099,5.99464,0.87099,5.6163,0.87099,7.28022,0.87099,6.37478,0.87099,6.09045,0.87099,6.23012,0.87099,6.23588,0.87099,6.43365,0.87099
356,Kovačić,13,MCI,3,MID,4.7,1.0,1.7,27,100.0,Available,0.4,18,41,2.53556,0.87548,5.0327,0.87548,2.5523,0.87548,2.62702,0.87548,2.35591,0.87548,2.4654,0.87548,2.46607,0.87548,2.4877,0.87548,2.45597,0.87548,2.55597,0.87548,2.47916,0.87548,2.5966,0.87548,2.61102,0.87548,2.51905,0.87548,2.60485,0.87548
357,Laporte,13,MCI,2,DEF,4.9,0.0,1.0,1,0.0,Unavailable,0.1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,R.Lewis,13,MCI,2,DEF,4.3,0.7,3.2,32,,Available,0.3,73,145,2.73586,0.55983,4.88761,0.55983,2.59124,0.55983,2.60606,0.55983,1.70819,0.55983,2.19578,0.55983,2.36088,0.55983,2.48851,0.55983,2.67989,0.55983,2.95388,0.55983,2.1243,0.55983,2.81757,0.55983,2.72259,0.55983,2.54967,0.55983,2.70192,0.55983
359,Mahrez,13,MCI,3,MID,7.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Ortega Moreno,13,MCI,1,GKP,3.8,0.7,2.0,4,,Available,0.8,184,325,3.24363,0.06182,6.15848,0.06182,3.16589,0.06182,3.21212,0.06182,3.18816,0.06182,3.15417,0.06182,2.90657,0.06182,3.06953,0.06182,3.1059,0.06182,3.06375,0.06182,3.08623,0.06182,3.18234,0.06182,3.03598,0.06182,3.06304,0.06182,3.34017,0.06182
363,Perrone,13,MCI,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Rodrigo,13,MCI,3,MID,5.6,4.7,4.3,77,100.0,Available,5.2,1626,598,4.24354,0.93564,8.25932,0.93564,4.12961,0.93564,4.27885,0.93564,3.73731,0.93564,3.95602,0.93564,3.95736,0.93564,4.00057,0.93564,3.93718,0.93564,4.13694,0.93564,3.98352,0.93564,4.2181,0.93564,4.2469,0.93564,4.06318,0.93564,4.23457,0.93564
366,Sergio Gómez,13,MCI,2,DEF,3.8,0.3,2.0,6,100.0,Available,0.8,525,339,1.65349,0.23885,2.92611,0.23885,1.58406,0.23885,1.59362,0.23885,1.01445,0.23885,1.32897,0.23885,1.43547,0.23885,1.51779,0.23885,1.64125,0.23885,1.81798,0.23885,1.28286,0.23885,1.73005,0.23885,1.66879,0.23885,1.55725,0.23885,1.65546,0.23885
367,Steffen,13,MCI,1,GKP,3.9,0.0,0.0,0,0.0,Unavailable,0.2,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Stones,13,MCI,2,DEF,5.3,0.7,2.3,21,100.0,Available,2.6,306,140,2.91434,0.87864,5.10434,0.87864,2.71338,0.87864,2.72944,0.87864,1.75615,0.87864,2.2847,0.87864,2.46367,0.87864,2.60201,0.87864,2.80948,0.87864,3.10648,0.87864,2.20721,0.87864,2.95872,0.87864,2.85576,0.87864,2.66832,0.87864,2.83336,0.87864
369,Walker,13,MCI,2,DEF,5.5,2.0,3.2,65,,Available,17.9,3550,6607,4.37682,0.78725,7.53013,0.78725,3.91221,0.78725,3.93429,0.78725,2.59678,0.78725,3.32312,0.78725,3.56907,0.78725,3.75918,0.78725,4.04428,0.78725,4.45242,0.78725,3.21664,0.78725,4.24937,0.78725,4.10789,0.78725,3.8503,0.78725,4.0771,0.78725
566,Matheus N.,13,MCI,3,MID,4.8,2.0,1.9,21,100.0,Available,0.1,14,12,3.033,0.52807,5.69698,0.52807,2.73379,0.52807,2.81353,0.52807,2.52418,0.52807,2.64104,0.52807,2.64175,0.52807,2.66484,0.52807,2.63097,0.52807,2.73771,0.52807,2.65573,0.52807,2.78107,0.52807,2.79646,0.52807,2.6983,0.52807,2.78987,0.52807
616,Gvardiol,13,MCI,2,DEF,4.8,1.0,2.5,42,,Available,3.3,693,716,3.87929,0.85605,6.784,0.85605,3.5641,0.85605,3.58423,0.85605,2.36502,0.85605,3.02711,0.85605,3.25131,0.85605,3.4246,0.85605,3.68449,0.85605,4.05653,0.85605,2.93005,0.85605,3.87144,0.85605,3.74247,0.85605,3.50766,0.85605,3.7144,0.85605
678,Doku,13,MCI,3,MID,6.5,1.0,4.0,52,100.0,Available,2.4,834,1567,3.84969,0.9062,7.48423,0.9062,3.75013,0.9062,3.88789,0.9062,3.38799,0.9062,3.58989,0.9062,3.59112,0.9062,3.631,0.9062,3.57249,0.9062,3.75689,0.9062,3.61527,0.9062,3.83181,0.9062,3.85839,0.9062,3.6888,0.9062,3.84701,0.9062
762,Susoho,13,MCI,3,MID,4.5,0.0,0.0,0,,Available,0.0,0,0,1.4601,0.05234,2.84831,0.05234,1.41475,0.05234,1.44506,0.05234,1.33506,0.05234,1.37949,0.05234,1.37976,0.05234,1.38854,0.05234,1.37566,0.05234,1.41624,0.05234,1.38507,0.05234,1.43272,0.05234,1.43857,0.05234,1.40125,0.05234,1.43607,0.05234
771,Hamilton,13,MCI,3,MID,4.5,0.0,0.0,0,,Available,0.0,3,0,1.47399,0.0696,2.87558,0.0696,1.42832,0.0696,1.45885,0.0696,1.34807,0.0696,1.39281,0.0696,1.39308,0.0696,1.40192,0.0696,1.38896,0.0696,1.42982,0.0696,1.39843,0.0696,1.44642,0.0696,1.45231,0.0696,1.41473,0.0696,1.44979,0.0696
209,Mount,14,MUN,3,MID,6.8,0.0,1.5,12,25.0,Doubtful,0.8,1,36,2.12095,0.05965,2.24556,0.23113,2.36724,0.47718,2.00198,0.63375,2.33225,0.7562,2.30824,0.79039,2.22818,0.79039,2.11807,0.79039,2.1905,0.79039,2.23222,0.79039,2.34147,0.79039,2.31838,0.79039,2.14602,0.79039,2.15506,0.79039,2.15446,0.79039
370,Alex Telles,14,MUN,2,DEF,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Amad,14,MUN,3,MID,4.4,0.0,1.0,1,100.0,Available,0.0,9,3,1.06496,0.18733,1.12479,0.18733,1.17361,0.18733,1.02706,0.18733,1.15957,0.18733,1.14994,0.18733,1.11782,0.18733,1.07364,0.18733,1.1027,0.18733,1.11944,0.18733,1.16327,0.18733,1.15401,0.18733,1.08485,0.18733,1.08848,0.18733,1.08824,0.18733
372,Antony,14,MUN,3,MID,6.8,0.7,1.6,28,100.0,Available,0.6,33,65,2.60825,0.92529,2.89782,0.92529,3.14475,0.92529,2.6641,0.92529,3.12773,0.92529,3.09402,0.92529,2.98163,0.92529,2.82707,0.92529,2.92874,0.92529,2.98731,0.92529,3.14067,0.92529,3.10826,0.92529,2.8663,0.92529,2.87898,0.92529,2.87815,0.92529
373,B.Fernandes,14,MUN,3,MID,8.2,2.3,3.6,75,100.0,Available,10.4,816,1985,5.39164,0.90001,5.87903,0.90001,6.30137,0.90001,4.9866,0.90001,6.13316,0.90001,6.04979,0.90001,5.77185,0.90001,5.38962,0.90001,5.64105,0.90001,5.7859,0.90001,6.16516,0.90001,6.085,0.90001,5.48664,0.90001,5.51801,0.90001,5.51594,0.90001
374,B.Williams,14,MUN,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Bailly,14,MUN,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Casemiro,14,MUN,3,MID,5.3,0.3,2.4,22,100.0,Available,2.0,100,70,2.83522,0.59626,3.0283,0.59626,3.21666,0.59626,2.62339,0.59626,3.15355,0.59626,3.115,0.59626,2.98648,0.59626,2.80974,0.59626,2.926,0.59626,2.99297,0.59626,3.16834,0.59626,3.13128,0.59626,2.8546,0.59626,2.86911,0.59626,2.86815,0.59626
377,Dalot,14,MUN,2,DEF,5.1,0.7,3.0,60,100.0,Available,3.3,632,1301,2.6986,0.93714,2.8309,0.93714,3.42373,0.93714,2.306,0.93714,3.5297,0.93714,3.78562,0.93714,2.96978,0.93714,2.4966,0.93714,2.72341,0.93714,3.20971,0.93714,3.19424,0.93714,3.63243,0.93714,3.31715,0.93714,2.93055,0.93714,2.73046,0.93714
379,Eriksen,14,MUN,3,MID,5.8,0.3,2.3,34,100.0,Available,0.4,20,27,2.89803,0.72383,3.09917,0.72383,3.31366,0.72383,2.75606,0.72383,3.26026,0.72383,3.2236,0.72383,3.10138,0.72383,2.93329,0.72383,3.04386,0.72383,3.10755,0.72383,3.27433,0.72383,3.23908,0.72383,2.97595,0.72383,2.98975,0.72383,2.98884,0.72383
380,Fernandez,14,MUN,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,6,1.50089,0.0,1.50445,0.0,1.9227,0.0,1.08905,0.0,2.09598,0.0,1.99443,0.0,1.66722,0.0,1.39588,0.0,1.45309,0.0,1.8635,0.0,1.81689,0.0,2.12453,0.0,1.85435,0.0,1.73047,0.0,1.47789,0.0
381,Fred,14,MUN,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Garnacho,14,MUN,3,MID,4.8,1.0,2.9,58,,Available,5.1,1705,4091,3.02348,0.93677,3.24309,0.93677,3.45112,0.93677,2.85582,0.93677,3.3914,0.93677,3.35246,0.93677,3.22263,0.93677,3.04408,0.93677,3.16153,0.93677,3.22919,0.93677,3.40635,0.93677,3.36891,0.93677,3.0894,0.93677,3.10405,0.93677,3.10308,0.93677
383,Hannibal,14,MUN,3,MID,4.3,0.0,2.2,11,0.0,Unavailable,0.1,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Heaton,14,MUN,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.1,6,12,2.86361,0.002,3.01281,0.002,3.30984,0.002,2.61887,0.002,3.13252,0.002,3.07818,0.002,2.9017,0.002,2.80845,0.002,2.86419,0.002,3.05713,0.002,2.85738,0.002,2.98663,0.002,2.99895,0.002,2.80562,0.002,3.04576,0.002
386,Lindelof,14,MUN,2,DEF,4.5,0.0,3.5,42,75.0,Doubtful,0.3,0,59,2.30411,0.51567,2.37954,0.68487,2.83326,0.75957,1.92668,0.79111,2.89304,0.79111,3.09514,0.79111,2.45086,0.79111,2.07719,0.79111,2.25631,0.79111,2.64034,0.79111,2.62813,0.79111,2.97417,0.79111,2.72519,0.79111,2.41989,0.79111,2.26187,0.79111
387,Maguire,14,MUN,2,DEF,4.2,0.3,3.1,37,100.0,Available,1.0,161,328,2.10292,0.894,2.21223,0.894,2.68556,0.894,1.84987,0.894,2.77981,0.894,2.97429,0.894,2.3543,0.894,1.99472,0.894,2.16708,0.894,2.53664,0.894,2.52488,0.894,2.85788,0.894,2.61828,0.894,2.32449,0.894,2.17244,0.894
388,Mainoo,14,MUN,3,MID,4.4,4.0,3.0,24,100.0,Available,0.4,1839,130,1.8896,0.84865,2.01222,0.84865,2.10861,0.84865,1.85516,0.84865,2.08705,0.84865,2.07019,0.84865,2.01398,0.84865,1.93667,0.84865,1.98752,0.84865,2.01682,0.84865,2.09352,0.84865,2.07731,0.84865,1.95629,0.84865,1.96264,0.84865,1.96222,0.84865
389,Malacia,14,MUN,2,DEF,4.3,0.0,0.0,0,25.0,Doubtful,0.0,4,2,1.42056,0.05,1.47808,0.19374,1.82404,0.39998,1.13277,0.53122,1.86962,0.59372,2.02372,0.62496,1.53246,0.62496,1.24754,0.62496,1.38411,0.62496,1.67694,0.62496,1.66762,0.62496,1.93148,0.62496,1.74163,0.62496,1.50884,0.62496,1.38836,0.62496
390,Martial,14,MUN,4,FWD,6.4,0.0,1.9,25,0.0,Injured,0.3,7,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2122,0.01,2.21195,0.01,2.3249,0.60884,2.30241,0.76554,2.5212,0.80105,2.55321,0.80105,2.16856,0.82064,2.14426,0.82064,2.2786,0.82064
391,Martinez,14,MUN,2,DEF,4.7,0.3,0.9,6,100.0,Available,2.3,514,137,1.51811,0.89505,1.62345,0.89505,2.02456,0.89505,1.33562,0.89505,2.09119,0.89505,2.24921,0.89505,1.74547,0.89505,1.45331,0.89505,1.59335,0.89505,1.89362,0.89505,1.88406,0.89505,2.15463,0.89505,1.95995,0.89505,1.72125,0.89505,1.5977,0.89505
392,McTominay,14,MUN,3,MID,4.6,2.3,3.7,71,100.0,Available,1.3,962,746,3.1881,0.93446,3.40309,0.93446,3.57889,0.93446,2.94764,0.93446,3.49295,0.93446,3.4533,0.93446,3.32111,0.93446,3.13932,0.93446,3.2589,0.93446,3.32779,0.93446,3.50817,0.93446,3.47004,0.93446,3.18546,0.93446,3.20038,0.93446,3.1994,0.93446
394,Pellistri,14,MUN,3,MID,4.2,0.0,1.4,13,0.0,Unavailable,0.2,0,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,R.Varane,14,MUN,2,DEF,4.9,0.7,2.3,30,100.0,Available,2.3,121,188,2.23321,0.74901,2.36091,0.74901,2.85232,0.74901,1.96559,0.74901,2.93835,0.74901,3.1418,0.74901,2.49325,0.74901,2.1171,0.74901,2.2974,0.74901,2.68398,0.74901,2.67168,0.74901,3.02002,0.74901,2.76939,0.74901,2.46206,0.74901,2.303,0.74901
396,Rashford,14,MUN,3,MID,8.4,4.7,3.5,74,100.0,Available,11.3,2425,1108,4.10561,0.93158,4.50913,0.93158,4.87118,0.93158,4.0007,0.93158,4.8153,0.93158,4.75606,0.93158,4.5586,0.93158,4.28704,0.93158,4.46567,0.93158,4.56857,0.93158,4.83803,0.93158,4.78108,0.93158,4.35596,0.93158,4.37825,0.93158,4.37678,0.93158
397,Sancho,14,MUN,3,MID,6.7,0.0,1.0,3,0.0,Unavailable,0.4,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Shaw,14,MUN,2,DEF,5.2,1.0,2.7,24,100.0,Available,3.3,983,287,2.17369,0.6539,2.28354,0.6539,2.81474,0.6539,1.83082,0.6539,2.90716,0.6539,3.13226,0.6539,2.41466,0.6539,1.99847,0.6539,2.19797,0.6539,2.6257,0.6539,2.6121,0.6539,2.99752,0.6539,2.7202,0.6539,2.38016,0.6539,2.20416,0.6539
399,Shoretire,14,MUN,4,FWD,4.4,0.0,0.0,0,,Available,0.2,22,46,1.29475,2e-05,1.34793,2e-05,1.55659,2e-05,1.22618,2e-05,1.3814,2e-05,1.40356,2e-05,1.27523,2e-05,1.27509,2e-05,1.34097,2e-05,1.32786,2e-05,1.45548,2e-05,1.47415,2e-05,1.24978,2e-05,1.2356,2e-05,1.31396,2e-05
400,Van de Beek,14,MUN,3,MID,4.7,0.0,1.0,1,0.0,Unavailable,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Wan-Bissaka,14,MUN,2,DEF,4.4,0.0,2.4,29,50.0,Doubtful,1.9,7,638,2.35857,0.23703,2.47025,0.48935,2.9723,0.64992,2.00312,0.72607,3.03621,0.76287,3.25227,0.76287,2.5635,0.76287,2.16403,0.76287,2.35551,0.76287,2.76606,0.76287,2.753,0.76287,3.12294,0.76287,2.85677,0.76287,2.53039,0.76287,2.36146,0.76287
597,Onana,14,MUN,1,GKP,4.8,1.0,3.4,75,100.0,Available,11.7,454,1640,3.4903,0.94919,3.68415,0.94919,4.07004,0.94919,3.17233,0.94919,3.83968,0.94919,3.76907,0.94919,3.53979,0.94919,3.41864,0.94919,3.49106,0.94919,3.74172,0.94919,3.48221,0.94919,3.65013,0.94919,3.66614,0.94919,3.41497,0.94919,3.72696,0.94919
617,Højlund,14,MUN,4,FWD,6.9,7.0,3.0,51,100.0,Available,4.7,6619,1211,3.24333,0.87572,3.37445,0.87572,3.88564,0.87572,3.0694,0.87572,3.44886,0.87572,3.50303,0.87572,3.18932,0.87572,3.18896,0.87572,3.35003,0.87572,3.31796,0.87572,3.62995,0.87572,3.67559,0.87572,3.12709,0.87572,3.09242,0.87572,3.284,0.87572
