name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
G.Scarpa,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Shelvey,16,NFO,3,MID,4.8,0.0,0.0,0,0.0,Unavailable,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surridge,16,NFO,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toffolo,16,NFO,2,DEF,4.4,0.3,2.9,41,100.0,Available,0.1,90,392,2.67226,0.55918,2.807,0.55918,2.38774,0.55918,2.37355,0.55918,2.35227,0.55918,2.47637,0.55918,3.07514,0.55918,2.95486,0.55918,2.28013,0.55918,2.85396,0.55918,2.49294,0.55918,2.08081,0.55918,2.59722,0.55918,2.42939,0.55918,2.99541,0.55918
Ui-jo,16,NFO,4,FWD,4.4,0.0,0.0,0,0.0,Unavailable,0.3,0,180,1.57614,0.0,1.56405,0.0,1.52515,0.0,1.57607,0.0,1.45588,0.0,1.4006,0.0,1.50159,0.0,1.74656,0.0,1.42484,0.0,1.56772,0.0,1.5649,0.0,1.40768,0.0,1.58053,0.0,1.45459,0.0,1.53101,0.0
Williams,16,NFO,2,DEF,4.3,1.3,1.5,21,,Available,0.2,141,140,2.05952,0.88089,2.2106,0.88089,1.90394,0.88089,1.90493,0.88089,1.89854,0.88089,2.00136,0.88089,2.49748,0.88089,2.39781,0.88089,1.83877,0.88089,2.31422,0.88089,2.01509,0.88089,1.67362,0.88089,2.10149,0.88089,1.96243,0.88089,2.43141,0.88089
Wood,16,NFO,4,FWD,4.9,3.0,3.8,75,75.0,Doubtful,1.4,375,22014,3.21965,0.63208,3.11151,0.82789,2.90812,0.89117,2.9952,0.91881,2.97824,0.91881,3.05699,0.91881,3.00004,0.91881,3.54076,0.91881,3.14748,0.91881,3.10248,0.91881,3.25844,0.91881,2.84161,0.91881,3.23186,0.91881,2.93067,0.91881,2.95992,0.91881
Worrall,16,NFO,2,DEF,4.3,0.0,1.9,13,0.0,Unavailable,0.1,4,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yates,16,NFO,3,MID,4.8,1.3,1.4,28,100.0,Available,0.0,21,18,2.47099,0.92625,2.44958,0.92625,2.33403,0.92625,2.47216,0.92625,2.38281,0.92625,2.47758,0.92625,2.48201,0.92625,2.60415,0.92625,2.39562,0.92625,2.51671,0.92625,2.40976,0.92625,2.31685,0.92625,2.51524,0.92625,2.46473,0.92625,2.43223,0.92625
Aina,16,NFO,2,DEF,4.5,0.0,2.4,34,0.0,Injured,0.2,17,616,0.0,0.0,2.72914,0.70546,2.32846,0.74259,2.30668,0.74259,2.28678,0.74259,2.40287,0.74259,2.96299,0.74259,2.85047,0.74259,2.2193,0.74259,2.75609,0.74259,2.41837,0.74259,2.03285,0.74259,2.51592,0.74259,2.35892,0.74259,2.8884,0.74259
G.Shelvey,16,NFO,1,GKP,3.9,0.0,0.0,0,,Available,0.0,33,24,2.90462,0.002,3.26691,0.002,2.91095,0.002,2.93545,0.002,3.09609,0.002,3.0626,0.002,3.20049,0.002,3.36449,0.002,3.02911,0.002,2.98234,0.002,3.24404,0.002,3.14379,0.002,3.0437,0.002,3.11055,0.002,3.07281,0.002
Powell,16,NFO,2,DEF,3.9,0.0,0.0,0,,Available,0.1,280,119,1.56383,0.00057,1.62316,0.00057,1.32984,0.00057,1.3139,0.00057,1.29933,0.00057,1.38431,0.00057,1.79434,0.00057,1.71197,0.00057,1.24993,0.00057,1.64288,0.00057,1.39566,0.00057,1.11344,0.00057,1.46707,0.00057,1.35214,0.00057,1.73974,0.00057
G.Montiel,16,NFO,2,DEF,4.4,1.7,2.2,20,100.0,Available,0.1,147,323,2.39442,0.7466,2.4677,0.7466,2.08596,0.7466,2.10903,0.7466,2.12369,0.7466,2.25336,0.7466,2.87904,0.7466,2.75335,0.7466,2.0483,0.7466,2.64793,0.7466,2.27068,0.7466,1.84003,0.7466,2.37964,0.7466,2.20427,0.7466,2.79572,0.7466
Murillo,16,NFO,2,DEF,4.5,1.3,2.0,34,100.0,Available,0.1,211,224,3.06042,0.87122,3.22094,0.87122,2.8008,0.87122,2.80829,0.87122,2.79917,0.87122,2.93616,0.87122,3.59718,0.87122,3.46439,0.87122,2.71953,0.87122,3.35301,0.87122,2.95445,0.87122,2.49949,0.87122,3.06958,0.87122,2.8843,0.87122,3.50915,0.87122
Odysseas,16,NFO,1,GKP,4.5,0.0,2.4,12,,Available,0.1,27,178,3.2446,0.05,3.66739,0.05,3.25198,0.05,3.28058,0.05,3.46804,0.05,3.42896,0.05,3.58988,0.05,3.78127,0.05,3.38988,0.05,3.3353,0.05,3.6407,0.05,3.52371,0.05,3.4069,0.05,3.48491,0.05,3.44087,0.05
Omobamidele,16,NFO,2,DEF,4.5,1.0,1.0,3,,Available,0.0,30,20,2.43818,0.5189,2.57099,0.5189,2.21118,0.5189,2.22278,0.5189,2.22065,0.5189,2.33935,0.5189,2.91211,0.5189,2.79705,0.5189,2.15164,0.5189,2.70054,0.5189,2.3552,0.5189,1.96098,0.5189,2.45495,0.5189,2.29441,0.5189,2.83584,0.5189
Dominguez,16,NFO,3,MID,5.0,2.3,3.1,43,100.0,Available,0.0,72,132,2.77188,0.79572,2.72448,0.79572,2.60006,0.79572,2.76414,0.79572,2.6919,0.79572,2.79305,0.79572,2.79779,0.79572,2.92814,0.79572,2.70558,0.79572,2.83481,0.79572,2.72067,0.79572,2.62151,0.79572,2.83325,0.79572,2.77934,0.79572,2.74465,0.79572
Sangaré,16,NFO,3,MID,4.9,0.0,1.7,19,0.0,Injured,0.0,3,10,0.0,0.0,2.38646,0.45848,2.23225,0.48262,2.3464,0.48262,2.26619,0.48262,2.35848,0.48262,2.3628,0.48262,2.48174,0.48262,2.27867,0.48262,2.39659,0.48262,2.29244,0.48262,2.20197,0.48262,2.39516,0.48262,2.34597,0.48262,2.31432,0.48262
Origi,16,NFO,4,FWD,5.0,0.0,0.9,8,0.0,Injured,0.1,31,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McDonnell,16,NFO,3,MID,4.5,0.0,0.0,0,,Available,0.0,10,3,1.49226,0.15,1.46086,0.15,1.39086,0.15,1.44268,0.15,1.40627,0.15,1.44816,0.15,1.45012,0.15,1.50411,0.15,1.41193,0.15,1.46546,0.15,1.41818,0.15,1.37711,0.15,1.46481,0.15,1.44248,0.15,1.42811,0.15
Osong,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,38,10,1.65778,0.14749,1.59095,0.14749,1.48843,0.14749,1.51638,0.14749,1.50867,0.14749,1.54446,0.14749,1.51858,0.14749,1.76431,0.14749,1.58558,0.14749,1.56513,0.14749,1.63601,0.14749,1.44658,0.14749,1.62393,0.14749,1.48706,0.14749,1.50035,0.14749
Gardner,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,61,18,1.65778,0.14749,1.59095,0.14749,1.48843,0.14749,1.51638,0.14749,1.50867,0.14749,1.54446,0.14749,1.51858,0.14749,1.76431,0.14749,1.58558,0.14749,1.56513,0.14749,1.63601,0.14749,1.44658,0.14749,1.62393,0.14749,1.48706,0.14749,1.50035,0.14749
Reyna,16,NFO,3,MID,5.0,1.0,1.0,1,,Available,0.0,290,64,2.11256,0.76432,2.08706,0.76432,1.99316,0.76432,2.1151,0.76432,2.08072,0.76432,2.15494,0.76432,2.15842,0.76432,2.25408,0.76432,2.09076,0.76432,2.18559,0.76432,2.10183,0.76432,2.02907,0.76432,2.18444,0.76432,2.14489,0.76432,2.11943,0.76432
Sels,16,NFO,1,GKP,4.5,2.0,2.0,2,,Available,0.0,231,23,3.40394,0.85,3.8485,0.85,3.4117,0.85,3.44177,0.85,3.63889,0.85,3.59779,0.85,3.76699,0.85,3.96824,0.85,3.5567,0.85,3.49931,0.85,3.82044,0.85,3.69742,0.85,3.5746,0.85,3.65663,0.85,3.61032,0.85
Ribeiro,16,NFO,4,FWD,4.5,1.0,1.0,1,,Available,0.0,106,16,1.47046,0.44804,1.43333,0.44804,1.36554,0.44804,1.40986,0.44804,1.42354,0.44804,1.45429,0.44804,1.43205,0.44804,1.64319,0.44804,1.48962,0.44804,1.47205,0.44804,1.53295,0.44804,1.37019,0.44804,1.52257,0.44804,1.40496,0.44804,1.41638,0.44804
Trusty,17,SHU,2,DEF,3.9,0.3,1.1,19,,Available,2.2,1443,3310,2.08708,0.93465,2.14107,0.93465,2.466,0.93465,2.27002,0.93465,2.47106,0.93465,2.25761,0.93465,2.65586,0.93465,1.75144,0.93465,2.22173,0.93465,2.3282,0.93465,2.77863,0.93465,1.95696,0.93465,2.69434,0.93465,2.27423,0.93465,2.33113,0.93465
Archer,17,SHU,4,FWD,4.3,1.0,2.8,59,,Available,5.6,6096,21829,2.56431,0.93908,2.71394,0.93908,2.77693,0.93908,2.55527,0.93908,2.73508,0.93908,2.63063,0.93908,3.19827,0.93908,2.51575,0.93908,2.68678,0.93908,2.68616,0.93908,3.03804,0.93908,2.81141,0.93908,3.19043,0.93908,2.96158,0.93908,2.81756,0.93908
Holgate,17,SHU,2,DEF,4.0,0.0,0.0,0,100.0,Available,0.4,77,103,1.93175,0.87766,1.91767,0.87766,2.19585,0.87766,1.94708,0.87766,2.11842,0.87766,1.90161,0.87766,2.30612,0.87766,1.38748,0.87766,1.86516,0.87766,1.97331,0.87766,2.43083,0.87766,1.59623,0.87766,2.34521,0.87766,1.91849,0.87766,1.97629,0.87766
McAtee,17,SHU,3,MID,4.4,3.7,2.7,52,100.0,Available,0.7,2253,2345,2.61381,0.93011,2.60326,0.93011,2.58818,0.93011,2.54739,0.93011,2.6284,0.93011,2.60345,0.93011,2.78146,0.93011,2.45119,0.93011,2.63902,0.93011,2.64613,0.93011,2.72954,0.93011,2.53057,0.93011,2.75571,0.93011,2.58285,0.93011,2.63044,0.93011
Ahmedhodžić,17,SHU,2,DEF,4.3,0.0,1.2,21,100.0,Available,0.2,161,151,2.5854,0.88084,2.59391,0.88084,2.97824,0.88084,2.65164,0.88084,2.86557,0.88084,2.58676,0.88084,3.10694,0.88084,1.92562,0.88084,2.53989,0.88084,2.67896,0.88084,3.2673,0.88084,2.19406,0.88084,3.1572,0.88084,2.60847,0.88084,2.68279,0.88084
Amissah,17,SHU,1,GKP,3.9,0.0,0.0,0,,Available,0.3,75,194,3.0626,0.002,3.0384,0.002,3.13798,0.002,2.85201,0.002,3.08611,0.002,3.11444,0.002,3.36449,0.002,3.12959,0.002,3.11055,0.002,2.93627,0.002,3.03599,0.002,2.84973,0.002,3.26882,0.002,3.24404,0.002,2.94863,0.002
Baldock,17,SHU,2,DEF,3.8,0.0,1.7,19,0.0,Injured,5.5,2403,10578,1.86357,0.48585,1.87366,0.58302,2.14512,0.61541,1.91461,0.61541,2.0843,0.63484,1.87776,0.63484,2.26311,0.63484,1.38799,0.63484,1.84304,0.63484,1.94606,0.63484,2.3819,0.63484,1.58685,0.63484,2.30034,0.63484,1.89384,0.63484,1.9489,0.63484
Basham,17,SHU,2,DEF,3.9,0.0,1.0,8,0.0,Injured,0.4,24,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogle,17,SHU,2,DEF,4.5,0.3,1.7,33,100.0,Available,0.1,240,178,2.29608,0.93648,2.35871,0.93648,2.76927,0.93648,2.51761,0.93648,2.75733,0.93648,2.49818,0.93648,2.98167,0.93648,1.88367,0.93648,2.45462,0.93648,2.58388,0.93648,3.13072,0.93648,2.13318,0.93648,3.02839,0.93648,2.51836,0.93648,2.58744,0.93648
Brewster,17,SHU,4,FWD,4.9,-0.7,0.6,5,100.0,Available,0.0,68,36,1.40292,0.62381,1.47139,0.62381,1.48493,0.62381,1.32439,0.62381,1.42124,0.62381,1.35831,0.62381,1.70027,0.62381,1.28911,0.62381,1.39214,0.62381,1.39176,0.62381,1.60374,0.62381,1.46722,0.62381,1.69555,0.62381,1.55768,0.62381,1.47093,0.62381
Coulibaly,17,SHU,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,15,77,1.22061,0.0,1.21319,0.0,1.20404,0.0,1.18383,0.0,1.21519,0.0,1.19905,0.0,1.27007,0.0,1.14376,0.0,1.2156,0.0,1.21355,0.0,1.25021,0.0,1.17412,0.0,1.26209,0.0,1.19412,0.0,1.21231,0.0
A.Davies,17,SHU,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.2,70,97,3.0626,0.00202,3.0384,0.00202,3.13798,0.00202,2.85201,0.00202,3.08611,0.00202,3.11444,0.00202,3.36449,0.00202,3.12959,0.00202,3.11055,0.00202,2.93627,0.00202,3.03599,0.00202,2.84973,0.00202,3.26882,0.00202,3.24404,0.00202,2.94863,0.00202
Egan,17,SHU,2,DEF,4.3,0.0,0.2,1,0.0,Injured,0.1,11,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fleck,17,SHU,3,MID,4.9,0.0,0.8,3,0.0,Unavailable,0.0,2,9,1.68365,0.0,1.67112,0.0,1.65567,0.0,1.62155,0.0,1.6745,0.0,1.64725,0.0,1.76715,0.0,1.5539,0.0,1.67518,0.0,1.67173,0.0,1.73363,0.0,1.60516,0.0,1.75367,0.0,1.63892,0.0,1.66964,0.0
Foderingham,17,SHU,1,GKP,4.5,1.3,2.3,53,,Available,0.3,316,443,3.61923,0.35535,3.58958,0.17306,3.7116,0.11465,3.36121,0.09362,3.64805,0.09362,3.68275,0.0694,3.98913,0.0694,3.70132,0.0694,3.67798,0.0694,3.46445,0.0694,3.58663,0.0694,3.35841,0.0694,3.87191,0.0694,3.84155,0.0694,3.4796,0.0694
Jebbison,17,SHU,4,FWD,4.8,0.0,0.0,0,25.0,Doubtful,0.0,27,17,1.70974,0.04888,1.74895,0.1894,1.74339,0.39102,1.55709,0.51932,1.66948,0.58042,1.59646,0.61097,1.99329,0.61097,1.51615,0.61097,1.63571,0.61097,1.63527,0.61097,1.88127,0.61097,1.72283,0.61097,1.98781,0.61097,1.82782,0.61097,1.72714,0.61097
Lowe,17,SHU,2,DEF,4.3,0.0,0.9,6,50.0,Doubtful,0.0,3,19,1.91691,0.20081,1.90957,0.41457,2.19664,0.5506,1.95287,0.61538,2.13233,0.64777,1.91391,0.64777,2.32142,0.64777,1.39596,0.64777,1.87719,0.64777,1.98614,0.64777,2.44705,0.64777,1.60626,0.64777,2.3608,0.64777,1.93092,0.64777,1.98914,0.64777
McBurnie,17,SHU,4,FWD,5.4,3.7,3.1,40,75.0,Doubtful,0.1,178,477,2.89774,0.41133,2.98487,0.5463,2.98936,0.61057,2.66273,0.6427,2.87021,0.6427,2.7354,0.6427,3.468,0.6427,2.58714,0.6427,2.80786,0.6427,2.80706,0.6427,3.2612,0.6427,2.96871,0.6427,3.45787,0.6427,3.16252,0.6427,2.97666,0.6427
Ndiaye,17,SHU,4,FWD,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norrington-Davies,17,SHU,2,DEF,3.9,0.0,0.2,1,100.0,Available,0.2,240,247,0.92012,0.82039,1.02308,0.82039,1.30887,0.82039,1.19187,0.82039,1.34715,0.82039,1.19285,0.82039,1.48074,0.82039,0.82695,0.82039,1.16691,0.82039,1.24388,0.82039,1.56948,0.82039,0.97552,0.82039,1.50855,0.82039,1.20487,0.82039,1.246,0.82039
Norwood,17,SHU,3,MID,4.8,0.3,1.8,35,100.0,Available,0.0,17,69,2.52457,0.59933,2.55577,0.59933,2.56943,0.59933,2.51359,0.59933,2.59014,0.59933,2.56377,0.59933,2.75186,0.59933,2.4029,0.59933,2.60136,0.59933,2.60886,0.59933,2.69699,0.59933,2.48677,0.59933,2.72465,0.59933,2.54201,0.59933,2.59229,0.59933
Osborn,17,SHU,3,MID,4.8,0.3,1.0,10,100.0,Available,0.0,7,11,1.53956,0.39313,1.57318,0.39313,1.58204,0.39313,1.57432,0.39313,1.6384,0.39313,1.62411,0.39313,1.7261,0.39313,1.53686,0.39313,1.64449,0.39313,1.64856,0.39313,1.69635,0.39313,1.58235,0.39313,1.71135,0.39313,1.61231,0.39313,1.63957,0.39313
Osula,17,SHU,4,FWD,4.3,2.0,1.3,18,100.0,Available,1.1,1017,4100,1.73628,0.89296,1.80092,0.89296,1.82081,0.89296,1.66507,0.89296,1.79376,0.89296,1.72236,0.89296,2.11036,0.89296,1.64384,0.89296,1.76074,0.89296,1.76031,0.89296,2.00084,0.89296,1.84593,0.89296,2.105,0.89296,1.94857,0.89296,1.85014,0.89296
Robinson,17,SHU,2,DEF,4.3,0.7,0.9,20,100.0,Available,0.1,70,99,2.32336,0.93772,2.38671,0.93772,2.75136,0.93772,2.51003,0.93772,2.70854,0.93772,2.47178,0.93772,2.91351,0.93772,1.91034,0.93772,2.43198,0.93772,2.55007,0.93772,3.04969,0.93772,2.1383,0.93772,2.95619,0.93772,2.49021,0.93772,2.55333,0.93772
Slimane,17,SHU,3,MID,4.7,0.3,0.9,10,100.0,Available,0.0,4,9,1.77745,0.62926,1.80003,0.62926,1.80884,0.62926,1.79808,0.62926,1.84711,0.62926,1.83023,0.62926,1.95071,0.62926,1.72717,0.62926,1.8543,0.62926,1.85911,0.62926,1.91556,0.62926,1.7809,0.62926,1.93328,0.62926,1.81629,0.62926,1.84849,0.62926
Larouci,17,SHU,2,DEF,4.3,0.3,0.7,5,100.0,Available,0.0,16,15,1.82449,0.28556,1.8462,0.28556,2.15005,0.28556,1.94518,0.28556,2.11715,0.28556,1.90784,0.28556,2.29836,0.28556,1.41148,0.28556,1.87265,0.28556,1.97706,0.28556,2.41875,0.28556,1.61302,0.28556,2.3361,0.28556,1.92414,0.28556,1.97993,0.28556
T.Bénie,17,SHU,4,FWD,5.1,0.0,1.4,11,0.0,Unavailable,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vini Souza,17,SHU,3,MID,5.0,2.0,1.8,40,100.0,Available,0.0,62,34,2.75334,0.92533,2.76779,0.92533,2.76658,0.92533,2.72363,0.92533,2.80909,0.92533,2.7847,0.92533,2.95875,0.92533,2.63582,0.92533,2.81948,0.92533,2.82642,0.92533,2.90798,0.92533,2.71344,0.92533,2.93357,0.92533,2.76456,0.92533,2.81109,0.92533
Seriki,17,SHU,2,DEF,3.9,0.0,0.0,0,0.0,Unavailable,0.1,147,237,1.38431,0.0,1.37836,0.0,1.6109,0.0,1.41344,0.0,1.57265,0.0,1.33457,0.0,1.71197,0.0,0.96234,0.0,1.35214,0.0,1.43582,0.0,1.81373,0.0,1.13269,0.0,1.75536,0.0,1.39566,0.0,1.44282,0.0
Marsh,17,SHU,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,12,1.42288,0.0,1.5892,0.0,1.47666,0.0,1.44988,0.0,1.5385,0.0,1.38358,0.0,1.70034,0.0,1.42011,0.0,1.46622,0.0,1.41809,0.0,1.54499,0.0,1.39706,0.0,1.72921,0.0,1.57687,0.0,1.46726,0.0
Brooks,17,SHU,3,MID,4.4,1.0,1.4,15,,Available,0.0,32,56,1.63316,0.83699,1.65787,0.83699,1.67501,0.83699,1.68435,0.83699,1.75009,0.83699,1.73545,0.83699,1.83986,0.83699,1.64615,0.83699,1.75632,0.83699,1.76048,0.83699,1.8094,0.83699,1.69271,0.83699,1.82476,0.83699,1.72337,0.83699,1.75128,0.83699
Hackford,17,SHU,4,FWD,4.4,0.0,1.0,2,0.0,Unavailable,0.1,0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamer,17,SHU,3,MID,5.0,2.3,2.8,58,100.0,Available,0.2,294,301,3.02863,0.93403,3.05762,0.93403,3.08031,0.93403,3.05527,0.93403,3.18591,0.93403,3.15124,0.93403,3.39859,0.93403,2.93967,0.93403,3.20067,0.93403,3.21054,0.93403,3.32644,0.93403,3.04998,0.93403,3.36281,0.93403,3.12262,0.93403,3.18874,0.93403
T.Davies,17,SHU,3,MID,5.0,0.3,0.8,3,100.0,Available,0.0,8,6,1.14499,0.88029,1.15408,0.88029,1.16115,0.88029,1.15533,0.88029,1.20538,0.88029,1.19425,0.88029,1.27363,0.88029,1.12636,0.88029,1.21011,0.88029,1.21328,0.88029,1.25047,0.88029,1.16175,0.88029,1.26215,0.88029,1.18507,0.88029,1.20629,0.88029
Thomas,17,SHU,2,DEF,4.0,0.0,0.6,7,0.0,Unavailable,0.1,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oné,17,SHU,3,MID,4.4,0.0,1.0,1,,Available,0.0,16,9,1.25129,0.01418,1.24434,0.01418,1.23578,0.01418,1.21688,0.01418,1.24279,0.01418,1.23387,0.01418,1.29755,0.01418,1.1794,0.01418,1.24659,0.01418,1.24914,0.01418,1.27898,0.01418,1.2078,0.01418,1.28834,0.01418,1.2265,0.01418,1.24352,0.01418
Buyabu,17,SHU,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,19,58,1.45192,0.0,1.44586,0.0,1.68289,0.0,1.48162,0.0,1.6439,0.0,1.40122,0.0,1.78591,0.0,1.02181,0.0,1.41913,0.0,1.50442,0.0,1.88963,0.0,1.19544,0.0,1.83013,0.0,1.46349,0.0,1.51156,0.0
Peck,17,SHU,3,MID,4.4,0.0,1.0,1,,Available,0.0,13,9,1.322,0.05344,1.31493,0.05344,1.30622,0.05344,1.28698,0.05344,1.31336,0.05344,1.30427,0.05344,1.36907,0.05344,1.24885,0.05344,1.31722,0.05344,1.31981,0.05344,1.35017,0.05344,1.27774,0.05344,1.3597,0.05344,1.29678,0.05344,1.3141,0.05344
Brereton Díaz,17,SHU,3,MID,5.0,5.3,5.3,16,100.0,Available,0.2,1778,1085,2.77363,0.85978,2.77549,0.85978,2.77203,0.85978,2.76069,0.85978,2.86156,0.85978,2.83223,0.85978,3.04147,0.85978,2.65326,0.85978,2.87404,0.85978,2.88239,0.85978,2.98043,0.85978,2.74657,0.85978,3.0112,0.85978,2.80802,0.85978,2.86395,0.85978
Grbić,17,SHU,1,GKP,4.5,0.0,0.0,0,75.0,Doubtful,0.0,17,15,3.44878,0.58465,3.42031,0.76694,3.53745,0.82535,3.20107,0.84638,3.47644,0.84638,3.50975,0.94846,3.80388,0.94846,3.52758,0.94846,3.50518,0.94846,3.30018,0.94846,3.41748,0.94846,3.19839,0.94846,3.69134,0.94846,3.6622,0.94846,3.31473,0.94846
Johnson,18,TOT,3,MID,5.8,3.7,3.2,64,100.0,Available,0.6,1007,4157,3.59313,0.93908,3.74177,0.93908,0.0,0.0,3.70885,0.93908,3.48263,0.93908,3.66751,0.93908,3.7277,0.93908,3.60794,0.93908,3.92354,0.93908,3.53764,0.93908,3.46456,0.93908,3.58115,0.93908,3.40157,0.93908,3.87867,0.93908,3.81198,0.93908
Austin,18,TOT,1,GKP,3.9,0.0,0.0,0,,Available,0.2,54,93,3.0384,0.002,2.98234,0.002,0.0,0.0,3.20049,0.002,2.91095,0.002,3.00625,0.002,3.00696,0.002,2.83652,0.002,3.26882,0.002,2.84973,0.002,3.14379,0.002,2.85201,0.002,3.12959,0.002,3.03599,0.002,3.0437,0.002
Bentancur,18,TOT,3,MID,5.4,3.0,1.6,13,100.0,Available,0.0,233,393,1.90689,0.90056,2.01719,0.90056,0.0,0.0,2.01794,0.90056,1.93795,0.90056,2.04382,0.90056,2.07782,0.90056,2.01016,0.90056,2.18846,0.90056,1.97045,0.90056,1.92917,0.90056,1.99503,0.90056,1.89358,0.90056,2.16311,0.90056,2.12543,0.90056
Bissouma,18,TOT,3,MID,5.0,0.0,1.6,24,75.0,Doubtful,0.3,25,203,2.3189,0.58666,2.38239,0.80216,0.0,0.0,2.3445,0.85626,2.19806,0.87575,2.29068,0.87575,2.32822,0.87575,2.25353,0.87575,2.45037,0.87575,2.20968,0.87575,2.1641,0.87575,2.23682,0.87575,2.12482,0.87575,2.42239,0.87575,2.38079,0.87575
Bryan,18,TOT,3,MID,4.9,0.7,1.1,11,100.0,Available,0.0,22,29,1.64427,0.68752,1.71917,0.68752,0.0,0.0,1.74788,0.68752,1.68716,0.68752,1.76767,0.68752,1.78984,0.68752,1.74572,0.68752,1.86201,0.68752,1.71982,0.68752,1.69289,0.68752,1.73584,0.68752,1.66968,0.68752,1.84547,0.68752,1.8209,0.68752
Davies,18,TOT,2,DEF,4.3,0.0,2.1,29,100.0,Available,0.4,153,791,2.61079,0.53543,3.0657,0.53543,0.0,0.0,3.31043,0.53543,2.55988,0.53543,2.9058,0.53543,3.3572,0.53543,2.58916,0.53543,3.22888,0.53543,2.24132,0.53543,2.21022,0.53543,2.69497,0.53543,1.96607,0.53543,3.34176,0.53543,2.78162,0.53543
Dier,18,TOT,2,DEF,4.2,0.0,0.5,2,0.0,Unavailable,0.4,0,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
