chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
50.0,0.0,101188,0,0,1,-1,1,2,0.2,0.0,0,Lucas,0.0,42,False,Hamstring injury - 50% chance of playing,2023-12-27T18:30:08.720986Z,46,101188.jpg,3.1,Digne,2.8,False,,d,2,7,56,985595,154,862277,5107,0.0,12.2,Digne,1521,0,3,5,20,0,0,0,5,0,0,2,283,278.2,467.3,122.0,86.8,18,0.37,2.74,3.11,21.91,142,52,23,5,163,25,78,10,2.0,,2.0,,,,0.02,0.0,0.16,0.18,1.3,1.18,333,41,668,244,140,34,115,48,1.07,0.3
100.0,100.0,230046,0,0,1,-1,2,3,2.5,1.5,1,Douglas Luiz,2.0,43,False,,2023-12-09T20:00:09.137355Z,56,230046.jpg,4.7,Soares de Paulo,9.5,False,,a,2,7,98,2120130,6544,1437871,22553,0.4,17.5,Douglas Luiz,1833,6,3,5,29,0,0,0,6,0,0,18,434,505.0,519.5,246.0,127.1,21,5.02,2.92,7.94,27.68,28,9,17,12,77,49,25,15,1.0,,1.0,,1.0,,0.25,0.0,0.14,0.39,1.36,1.42,96,59,159,75,27,18,43,15,1.03,0.25
0.0,0.0,476344,0,0,0,0,0,4,0.0,0.0,0,Jhon,0.5,44,False,Hamstring injury - Unknown return date,2024-01-25T17:30:08.815370Z,50,476344.jpg,1.7,Durán,0.2,False,,i,2,7,24,50790,7,47676,323,0.1,4.8,Duran,174,2,1,0,1,0,0,0,4,0,0,3,72,81.2,30.5,103.0,20.8,0,1.23,0.05,1.27,2.22,344,39,356,48,186,41,337,42,,,,,,,0.64,0.0,0.03,0.67,1.15,0.52,209,47,309,39,351,46,344,54,0.0,0.0
,,123354,0,0,-1,1,0,2,0.5,-0.5,0,Kortney,0.0,45,False,,,39,123354.jpg,0.0,Hause,0.2,False,,a,2,7,0,13247,37,19167,92,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,516,183,497,181,461,166,519,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,761,239,346,116,526,180,325,128,0.0,0.0
100.0,100.0,490094,0,0,-1,1,0,3,0.5,-0.5,0,Tim,0.0,46,False,,2023-08-10T15:00:04.998490Z,44,490094.jpg,1.0,Iroegbunam,0.0,False,,a,2,7,1,1574,16,3831,14,0.0,0.2,Iroegbunam,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,0,0.00,0.00,0.00,0.09,664,257,458,223,630,248,667,258,,,,,,,0.0,0.0,0.0,0.0,2.02,0.0,566,320,550,194,435,194,613,233,0.0,0.0
100.0,100.0,226944,0,0,0,0,0,3,2.5,1.5,1,Boubacar,2.0,47,False,,2023-12-17T21:30:08.114524Z,50,226944.jpg,1.9,Kamara,0.1,False,,a,2,7,35,14906,122,18346,56,0.4,7.0,Kamara,1499,0,1,6,21,0,0,0,7,1,0,1,220,231.4,282.3,44.0,55.6,18,0.13,1.34,1.47,22.02,191,76,73,55,292,154,157,84,,,,,,,0.01,0.0,0.08,0.09,1.32,1.26,199,123,149,67,317,135,407,130,1.08,0.36
,,199798,0,0,1,-1,0,2,4.0,3.0,1,Ezri,3.5,48,False,,,46,199798.jpg,2.6,Konsa Ngoyo,3.3,False,,a,2,7,58,406304,4621,190285,2877,0.8,12.6,Konsa,1938,0,1,5,30,0,0,0,5,0,0,4,367,360.2,115.2,122.0,59.9,22,1.74,0.77,2.51,28.73,87,32,192,44,164,26,147,34,,,,,,,0.08,0.0,0.04,0.12,1.33,1.39,338,44,72,24,209,64,104,39,1.02,0.23
100.0,100.0,98980,0,0,2,-2,0,1,6.0,5.0,2,Emiliano,5.5,49,False,,2023-11-24T19:00:09.689065Z,52,98980.jpg,3.4,Martínez Romero,12.3,False,,a,2,7,72,1186455,7227,771921,5634,1.1,13.8,Martinez,1890,0,0,5,29,1,0,0,4,0,61,12,394,517.4,20.0,0.0,53.8,21,0.00,0.00,0.00,28.27,22,8,382,3,780,88,169,9,,,,,,,0.0,2.9,0.0,0.0,1.35,1.38,149,5,33,5,112,16,33,5,1.0,0.24
100.0,100.0,122806,-1,1,0,0,0,3,2.5,1.5,1,John,2.0,50,False,,2023-11-20T10:00:08.648383Z,55,122806.jpg,3.7,McGinn,1.7,False,,a,2,7,82,304582,1608,192097,5134,0.4,14.9,McGinn,1884,5,2,5,28,0,0,0,6,0,0,8,311,425.0,465.1,267.0,116.0,22,3.27,3.36,6.63,26.16,50,18,24,18,75,47,36,24,3.0,,,,,,0.16,0.0,0.16,0.32,1.25,1.34,103,62,157,74,83,42,145,44,1.05,0.24
0.0,0.0,149484,0,0,-4,4,0,2,0.0,0.0,0,Tyrone,0.0,51,False,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,41,149484.jpg,0.0,Mings,1.2,False,,i,2,7,0,10315,20,1070262,235,0.0,0.0,Mings,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,479,175,406,148,419,151,466,165,,,,,,,0.03,0.0,0.48,0.51,3.24,6.0,650,164,463,188,630,241,174,67,3.0,0.0
100.0,100.0,111782,0,0,-1,1,0,1,0.5,-0.5,0,Robin,0.0,53,False,,2023-12-29T16:00:09.710707Z,39,111782.jpg,2.0,Olsen,0.6,False,,a,2,7,2,25793,70,55550,109,0.0,0.5,Olsen,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,453,33,496,21,460,11,478,33,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,760,71,345,30,285,30,222,31,1.0,0.0
0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,Jaden,0.0,54,False,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,481624.jpg,1.0,Philogene-Bidace,0.1,False,,u,2,7,1,3755,0,14528,6,0.0,0.2,Philogene,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,498,227,468,229,439,219,494,224,,,,,,,0.0,0.0,0.0,0.0,19.5,30.0,432,252,616,227,451,206,505,173,0.0,0.0
100.0,50.0,232653,0,0,-1,1,0,3,1.0,0.0,1,Jacob,0.5,55,False,,2024-01-15T07:30:09.692942Z,59,232653.jpg,1.6,Ramsey,0.1,False,,a,2,7,18,16737,95,22618,117,0.1,3.1,J.Ramsey,505,1,0,0,7,0,0,0,2,0,0,0,53,84.6,84.8,106.0,27.7,4,0.77,0.87,1.64,6.03,337,146,244,140,181,105,297,138,,,,,,,0.14,0.0,0.16,0.3,1.07,1.25,68,43,322,153,364,160,405,128,0.71,0.0
0.0,0.0,122775,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,56,False,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,122775.jpg,0.0,Sanson,0.0,False,,u,2,7,0,0,0,616,0,0.0,0.0,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,670,261,662,260,646,255,674,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,363,223,568,202,676,265,735,303,0.0,0.0
0.0,0.0,248164,0,0,0,0,0,1,0.0,0.0,0,Viljami,0.0,57,False,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,248164.jpg,0.0,Sinisalo,0.0,False,,u,2,7,0,0,0,373,2,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,570,69,554,52,521,42,574,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,692,49,409,60,580,68,743,86,0.0,0.0
100.0,100.0,166989,0,0,-4,4,0,3,1.5,0.5,2,Youri,1.0,58,False,,2023-12-15T09:30:09.215067Z,56,166989.jpg,1.7,Tielemans,0.4,False,,a,2,7,31,23039,78,98235,57,0.2,5.5,Tielemans,643,0,3,1,10,0,0,0,1,0,0,0,124,123.8,118.2,42.0,28.5,5,0.26,1.20,1.46,11.70,299,122,187,117,295,155,292,136,,,,,,,0.04,0.0,0.17,0.21,1.64,1.4,90,55,244,116,353,155,244,77,0.7,0.14
75.0,0.0,110504,0,0,0,0,0,3,0.4,0.0,0,Bertrand,0.0,59,False,International Duty - 75% chance of playing,2023-12-30T22:30:09.230940Z,50,110504.jpg,1.0,Traoré,0.0,False,,d,2,7,2,1456,3,3403,5,0.0,0.4,Bertrand Traoré,10,0,0,0,0,0,0,0,0,0,0,0,6,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.77,488,221,768,329,766,329,500,228,,,,,,,0.0,0.0,0.0,0.0,6.93,0.0,177,107,725,301,477,225,648,251,0.0,0.0
100.0,100.0,178301,-1,1,8,-8,3,4,4.5,3.5,7,Ollie,4.0,60,True,,2023-11-30T23:30:07.866054Z,88,178301.jpg,5.8,Watkins,53.9,False,,a,2,7,128,6345223,18770,3318207,48138,0.5,14.5,Watkins,1939,10,11,5,30,0,0,0,4,0,0,15,433,576.4,403.6,854.0,183.4,22,9.75,2.96,12.71,28.28,11,2,36,2,2,1,3,1,,,,,2.0,,0.45,0.0,0.14,0.59,1.31,1.39,7,3,70,15,11,3,3,2,1.02,0.23
0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,Wesley,0.0,61,False,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,213345.jpg,0.0,Moraes Ferreira da Silva,0.0,False,,u,2,7,0,0,0,782,0,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,777,95,774,95,772,95,777,95,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,46,733,84,777,95,725,99,0.0,0.0
0.0,0.0,244954,-1,1,1,-1,1,2,0.0,0.0,0,Pau,0.0,584,False,Ankle injury - Unknown return date,2024-01-06T01:00:10.913044Z,46,244954.jpg,3.4,Torres,3.8,False,,i,2,7,61,848822,41,724064,27733,0.0,13.3,Pau,1517,2,0,4,20,0,0,0,1,0,0,4,308,313.2,122.2,103.0,53.9,16,0.88,0.54,1.42,21.75,118,43,184,40,184,39,167,42,,,,,,,0.05,0.0,0.03,0.08,1.29,1.19,345,49,670,246,110,23,88,31,0.95,0.24
100.0,100.0,243557,0,0,1,-1,2,3,3.0,2.0,2,Moussa,2.5,599,False,,2023-09-30T23:00:09.545623Z,66,243557.jpg,4.1,Diaby,8.7,False,,a,2,7,90,2345550,3510,2179194,14674,0.4,13.6,Diaby,1411,4,7,5,23,0,0,0,0,0,0,5,261,310.4,402.7,465.0,117.7,18,4.68,2.72,7.40,19.08,121,48,37,30,26,14,34,22,,,,,,,0.3,0.0,0.17,0.47,1.22,1.47,44,26,129,53,51,30,46,17,1.15,0.32
,,549068,0,0,0,0,0,3,0.5,-0.5,0,Omari,0.0,618,False,,,45,549068.jpg,0.0,Kellyman,0.0,False,,a,2,7,0,6983,16,7725,19,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,739,307,736,306,730,305,743,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,481,287,658,256,742,308,519,181,0.0,0.0
0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,670,False,Joined Milton Keynes Dons on a season-long loan,2024-01-22T11:44:07.815159Z,40,462381.jpg,0.0,Marschall,0.0,False,,u,2,7,0,3154,0,2327,38,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,584,74,568,57,535,47,588,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,54,424,65,594,73,570,73,0.0,0.0
100.0,100.0,245414,0,0,-1,1,0,3,1.0,0.0,0,Nicolò,0.5,672,False,,2023-11-24T19:00:11.309259Z,54,245414.jpg,1.2,Zaniolo,0.1,False,,a,2,7,18,13104,27,11882,38,0.1,3.3,Zaniolo,525,1,0,1,7,0,0,0,5,0,0,0,0,73.2,83.3,226.0,37.8,7,1.68,0.54,2.22,7.91,354,155,246,141,89,56,235,114,,,,,,,0.29,0.0,0.09,0.38,1.36,1.2,123,75,316,149,406,185,500,171,1.2,0.17
0.0,0.0,516159,0,0,0,0,0,1,0.0,0.0,0,Oliwier,0.0,686,False,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,40,516159.jpg,0.0,Zych,0.1,False,,u,2,7,0,6697,0,5788,18,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,606,82,591,65,559,55,610,82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,735,62,447,73,616,81,516,70,0.0,0.0
,,171101,0,0,0,0,0,2,3.5,2.5,1,Clément,3.0,699,False,,,45,171101.jpg,2.8,Lenglet,0.1,False,,a,2,7,14,18398,418,8715,230,0.7,3.1,Lenglet,421,0,1,1,8,0,0,0,1,0,0,0,93,98.4,32.3,20.0,15.0,5,0.18,0.46,0.64,6.17,321,125,354,126,366,127,370,131,,,,,,,0.04,0.0,0.1,0.14,1.32,1.71,369,62,91,34,179,50,362,139,1.07,0.21
,,564505,0,0,0,0,0,1,0.5,-0.5,0,Sam,0.0,765,False,,,40,564505.jpg,0.0,Proctor,0.0,False,,a,2,7,0,249,16,119,8,0.0,0.0,Proctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615,84,600,67,569,57,619,84,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,745,64,457,75,625,83,737,85,0.0,0.0
,,515599,0,0,0,0,0,3,0.5,-0.5,0,Tommi,0.0,767,False,,,45,515599.jpg,0.0,O'Reilly,0.0,False,,a,2,7,0,164,7,81,2,0.0,0.0,O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,725,299,721,298,714,296,729,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,275,641,247,729,301,759,321,0.0,0.0
,,481283,0,0,0,0,0,1,0.5,-0.5,0,James,0.0,778,False,,,40,481283.jpg,0.0,Wright,0.0,False,,a,2,7,0,61,9,8,3,0.0,0.0,Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,592,79,576,62,544,52,596,79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,719,59,433,70,602,78,770,89,0.0,0.0
,,465390,0,0,0,0,0,2,1.8,0.8,0,Kaine,0.0,793,False,,,40,465390.jpg,0.0,Kesler-Hayden,0.0,False,,a,2,7,0,35,35,3,3,0.0,0.0,Kesler-Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,587,220,571,218,539,207,591,220,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,712,206,427,161,597,217,789,255,0.0,0.0
0.0,0.0,444180,0,0,-1,1,0,3,0.0,0.0,0,Jaidon,0.0,62,False,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,444180.jpg,1.0,Anthony,0.0,False,,u,3,91,3,1618,0,12778,6,0.0,0.6,Anthony,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,461,205,429,211,388,193,458,210,,,,,,,0.04,0.0,0.01,0.05,2.65,2.98,262,168,719,296,475,223,539,191,1.19,0.0
100.0,100.0,168991,0,0,-3,3,0,3,0.5,0.5,0,Philip,0.5,63,False,,2023-11-12T02:30:08.229472Z,52,168991.jpg,2.7,Billing,0.3,False,,a,3,91,51,64546,184,105951,351,0.1,9.8,Billing,1168,2,3,1,31,0,0,0,3,0,0,3,194,267.2,243.9,217.0,72.8,12,2.08,1.74,3.82,25.37,154,62,92,67,96,61,106,68,,,1.0,,,,0.16,0.0,0.13,0.29,1.95,2.39,155,96,312,146,198,87,265,83,0.92,0.08
0.0,,111317,0,0,-3,3,0,3,0.0,0.5,0,David,0.5,64,False,Joined Southampton on loan until the end of the season,2024-02-01T07:18:01.865952Z,47,111317.jpg,1.8,Brooks,0.1,False,,u,3,91,23,9628,26,14680,77,0.1,4.9,Brooks,271,1,1,0,7,0,0,0,1,0,0,2,71,88.2,112.4,113.0,31.4,2,2.45,0.47,2.92,6.08,333,142,197,122,174,102,273,132,,,,,,,0.81,0.0,0.16,0.97,2.02,2.32,310,202,292,131,331,141,481,163,0.66,0.0
100.0,100.0,158499,0,0,0,0,0,3,1.5,1.5,1,Ryan,1.5,65,False,,2023-08-06T23:30:05.398527Z,50,158499.jpg,2.4,Christie,0.1,False,,a,3,91,50,20200,73,17312,95,0.3,10.0,Christie,1603,0,2,5,32,0,0,0,2,0,0,3,226,289.2,349.2,225.0,86.6,20,0.93,2.49,3.42,26.20,134,54,50,41,90,57,79,54,4.0,,,,,,0.05,0.0,0.14,0.19,1.47,1.8,185,111,183,89,249,106,468,158,1.12,0.28
100.0,100.0,155408,0,0,0,0,0,3,1.0,1.0,1,Lewis,1.0,66,False,,2023-12-23T22:30:08.669674Z,50,155408.jpg,2.0,Cook,0.0,False,,a,3,91,32,2713,19,4098,11,0.2,6.4,L.Cook,1204,0,1,4,24,0,0,0,2,1,0,2,193,220.4,297.3,20.0,53.9,15,0.09,1.35,1.44,24.50,201,81,69,52,367,185,168,87,3.0,,,,,,0.01,0.0,0.1,0.11,1.83,1.79,183,110,238,112,298,125,599,224,1.12,0.3
0.0,0.0,244085,0,0,0,0,0,3,0.0,0.0,0,Siriki,0.0,67,False,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,244085.jpg,0.0,Dembélé,0.0,False,,u,3,91,0,0,0,392,0,0.0,0.0,Siriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,682,266,676,265,662,260,686,267,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,231,591,209,689,270,752,316,0.0,0.0
0.0,0.0,81012,0,0,-2,2,0,2,0.0,0.0,0,Ryan,0.0,68,False,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,43,81012.jpg,0.0,Fredericks,0.0,False,,i,3,91,0,762,4,2378,3,0.0,0.0,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,623,244,610,243,586,238,627,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,588,127,480,199,634,242,675,236,0.0,0.0
0.0,25.0,463981,0,0,0,0,0,2,0.0,0.1,0,James,0.5,69,False,Ankle injury - Expected back 16 Mar,2024-01-26T02:00:09.620549Z,40,463981.jpg,1.0,Hill,0.1,False,,i,3,91,2,6708,6,22007,36,0.1,0.5,Hill,69,0,0,0,1,0,0,0,0,0,0,0,11,22.2,2.2,0.0,2.5,1,0.00,0.01,0.01,1.15,437,160,440,162,538,206,465,164,,,,,,,0.0,0.0,0.01,0.01,1.5,1.3,711,205,255,83,422,147,404,157,1.3,0.0
100.0,100.0,235530,0,0,0,0,0,2,0.5,0.5,1,Lloyd,0.5,70,False,,2023-11-25T19:00:08.932055Z,45,235530.jpg,1.9,Kelly,0.0,False,,a,3,91,21,11201,95,11639,23,0.1,4.7,Kelly,749,0,0,2,17,0,0,0,1,0,0,3,150,125.6,69.0,8.0,20.2,9,0.12,0.15,0.27,11.65,297,118,271,86,413,149,339,123,,,,,,,0.01,0.0,0.02,0.03,1.4,2.04,395,76,280,100,309,111,552,205,1.08,0.24
,,444183,0,0,-2,2,0,3,0.0,0.0,0,Gavin,0.0,71,False,,,43,444183.jpg,0.0,Kilkenny,0.1,False,,a,3,91,0,8175,38,10240,39,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,633,237,621,239,597,229,637,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,622,340,501,168,644,246,465,155,0.0,0.0
,,222683,0,0,-4,4,1,3,1.0,1.0,0,Justin,1.0,72,False,,,46,222683.jpg,2.6,Kluivert,0.3,False,,a,3,91,41,61150,337,74309,554,0.2,8.9,Kluivert,872,2,0,5,11,0,0,0,2,0,0,2,88,135.6,164.7,215.0,51.6,12,1.48,0.90,2.38,13.74,285,116,138,92,98,63,176,90,,,,,,,0.15,0.0,0.09,0.24,1.42,1.14,341,221,227,106,210,90,268,85,1.24,0.52
0.0,0.0,128309,0,0,-1,1,0,3,0.0,0.0,0,Jamal,0.0,73,False,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,128309.jpg,0.0,Lowe,0.0,False,,u,3,91,0,81,0,1261,1,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,761,322,756,320,753,319,762,322,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,227,147,701,284,762,322,694,276,0.0,0.0
0.0,0.0,133845,0,0,-2,2,0,3,0.0,0.0,0,Emiliano,0.0,74,False,On loan to Hibernian until the end of the season,2024-01-24T07:58:53.768805Z,43,133845.jpg,0.0,Marcondes,0.0,False,,u,3,91,0,9461,0,9788,58,0.0,0.0,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,624,234,612,236,588,226,628,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,597,334,486,164,635,243,549,198,0.0,0.0
100.0,100.0,223911,0,0,-2,2,0,2,0.0,0.0,0,Chris,0.0,75,False,,2023-09-26T18:00:07.515397Z,43,223911.jpg,0.7,Mepham,0.1,False,,a,3,91,4,2315,16,6896,15,0.0,0.9,Mepham,265,0,0,0,10,0,0,0,1,0,0,0,39,50.4,13.0,23.0,8.7,3,0.09,0.04,0.13,4.66,388,146,407,149,360,124,412,146,,,,,,,0.03,0.0,0.01,0.04,1.58,3.4,613,146,497,212,504,168,511,194,1.02,0.0
,,128340,0,0,-4,4,0,4,0.5,0.5,0,Kieffer,0.5,76,False,,,46,128340.jpg,1.8,Moore,0.2,False,,a,3,91,14,20078,118,48892,124,0.1,3.0,Moore,100,1,0,0,2,0,0,0,0,0,0,2,38,37.4,27.9,81.0,14.1,0,1.44,0.33,1.77,2.26,411,45,364,49,212,45,375,49,,,,,,,1.3,0.0,0.3,1.6,2.03,1.8,335,63,287,38,330,42,315,50,0.0,0.0
100.0,100.0,69752,0,0,1,-1,2,1,1.0,1.0,1,Norberto,1.0,77,False,,2023-10-27T13:30:07.907911Z,46,69752.jpg,3.7,Murara Neto,3.4,False,,a,3,91,71,506929,1269,264923,1928,0.2,15.4,Neto,1653,0,0,5,32,0,1,0,3,0,65,10,358,498.4,0.0,0.0,49.9,19,0.00,0.01,0.01,30.31,31,10,745,85,739,81,185,10,,,,,,,0.0,3.54,0.0,0.0,1.65,1.74,331,12,223,18,79,9,99,14,1.03,0.27
75.0,0.0,533463,0,0,-3,3,0,3,0.0,0.0,0,Dango,0.0,78,False,International Duty - 75% chance of playing,2023-12-30T22:30:09.287875Z,47,533463.jpg,1.2,Ouattara,0.0,False,,d,3,91,16,1150,0,5254,3,0.0,3.4,O.Dango,451,0,0,2,8,0,0,0,2,0,0,0,65,92.2,89.3,124.0,30.8,5,1.20,0.48,1.68,6.11,328,141,233,135,161,97,274,133,,,,,,,0.24,0.0,0.1,0.34,1.22,1.6,327,215,679,267,402,181,662,261,1.0,0.4
0.0,0.0,156687,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,79,False,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,156687.jpg,0.0,Pearson,0.0,False,,u,3,91,0,0,0,109,0,0.0,0.0,Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,672,262,664,261,648,256,676,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,366,225,571,204,678,266,779,334,0.0,0.0
100.0,100.0,32259,0,0,0,0,0,1,0.0,0.0,0,Darren,0.0,80,False,,2023-10-28T18:00:07.926322Z,40,32259.jpg,0.0,Randolph,0.4,False,,a,3,91,0,8683,25,27998,63,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,540,58,524,41,490,31,544,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654,38,374,49,550,57,247,33,0.0,0.0
0.0,0.0,156685,0,0,-2,2,0,3,0.0,0.0,0,Joe,0.0,81,False,On loan to Southampton until the end of the season,2024-01-17T09:57:46.390612Z,48,156685.jpg,1.2,Rothwell,0.0,False,,u,3,91,13,836,0,1889,10,0.0,2.7,Rothwell,380,0,0,0,12,0,0,0,0,0,0,0,54,45.8,63.9,5.0,11.6,3,0.06,0.22,0.28,11.24,398,180,286,156,422,212,393,180,,,,,,,0.01,0.0,0.05,0.06,2.66,2.84,279,182,686,273,403,182,639,245,0.71,0.0
100.0,100.0,437730,0,0,0,0,0,4,0.5,0.5,1,Antoine,0.5,82,False,,2024-01-01T13:00:10.892809Z,45,437730.jpg,2.8,Semenyo,1.9,False,,a,3,91,48,701054,1085,631470,3081,0.1,10.7,Semenyo,876,3,3,4,15,0,0,0,3,0,0,4,158,198.6,152.4,322.0,67.2,12,1.95,0.76,2.71,13.81,221,27,152,22,57,22,118,23,,,,,,,0.2,0.0,0.08,0.28,1.42,1.54,410,72,282,37,180,31,136,20,1.23,0.41
100.0,100.0,221466,0,0,0,0,2,2,0.5,0.5,1,Marcos,0.5,83,False,,2023-12-31T22:30:09.713753Z,45,221466.jpg,3.2,Senesi,3.1,False,,a,3,91,57,652910,2081,357080,3151,0.1,12.7,Senesi,1238,2,2,4,25,0,0,0,5,0,0,7,264,408.0,144.3,61.0,61.6,14,0.81,1.11,1.92,22.92,57,17,160,34,252,69,142,31,,,,,,,0.06,0.0,0.08,0.14,1.67,1.82,386,70,279,99,128,30,112,45,1.02,0.29
